id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
am_proverbeval_00744,am,low,ምዕራፍ ፮ << ሸ >>,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00745,am,low,ምዕራፍ ፯ << ቀ >>,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00746,am,low,ምዕራፍ ፰ << በ >>,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00747,am,low,ምዕራፍ ፱ << ተ >>,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00748,am,low,ምድር ሲደለደል፤ ማሳ ሲታደል ተወለድኩኝ አለ ጦጣ። ምድር በአለቃ፤ ሰማይ በጨረቃ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00749,am,low,ምድር ሲደለደል፤ ማሳ ሲታደል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00750,am,low,ምድር በወለደች፥ ነደደች። ምድር በዚፍ፤ ሕግ በመጽሀፍ። ምድር በድሮ፥ ያውስ ማን ገብሮ? ምድር በጭቃ፤ ሰማይ በጨረቃ። ምድር ከነልብሱ፤ ሰማይ ከነግሱ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00751,am,low,ምጡን እርሺው፤ ልጁን አንሺው። (እርሺው ~ ርሺው) ምጣደ አንድ፤ ሴቱ ብዙ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00752,am,low,ምጣድ አዳጠኝ፤ አክንባል ዳጠኝ። (ልጆች የሚሉት) ምጣድ ጥድ፤ እሳት ጠልቶ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00753,am,low,ምጥ ለእናቷ አስተማረች።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00754,am,low,ምጥማጥና ድሮ አንድ ላይ ሰፈሩ፥ ቢቸግር ነው እንጂ መች አንድ ነበሩ። ምጥን፥ ለእናቷ አስተማረች።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00755,am,low,ምጽዋት፥ የዕለት እራት።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00756,am,low,ሞተ በለኝ፤ ከፈኔን አለ በለኝ ቀለቤን። ሞቱ በቀረና፤ በውል በኮነነኝ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00757,am,low,ሞታንን ከማመስገን፤ ሕያዋንን ማስተንተን። ሞቴን ሞት ወሰደው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00758,am,low,ሞት ላልቀረለት፥ ምክንያት ባልሆነበት። ሞት ላይቀር ፍራት፤ አመል ላይቀር ቅጣት።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00759,am,low,ሞት ላይቀርለት፥ ምክንያቱ በይሁዳ ሆነበት። (ሆነበት ~ ሆነለት) ሞት ሲደርስ ቄስ፤ ጦር ሲደርስ ፈረስ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00760,am,low,ሞት ሲገድል፤ መቃብር ሲቀበል በቃኝ ጠገብኩ አይል። ሞት ርስት ነው፥ መፈራቱ ለምንድን ነው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00761,am,low,ሞት በአቤል፥ ተዝካር በሮቤል (ተጀመረ)። ሞት በእንቅልፍ ይለመዳል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00762,am,low,ሞት በጥር፥ በነሀሴ መቃብር (የማይመስል ነገር)። ሞት በጥር፥ በነሀሴ መቃብር፥ እንዳት ይሆናል? ሞት ቢ዗ገይ፥ ሲኦል ስለሞላ ነው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00763,am,low,ሞት ቢ዗ገይ ነው የምኼደው። ሞት ቢ዗ገይ፥ የቀረ ይመስላል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00764,am,low,ሞት ባልቀረለት፥ ምክንያት ባልሆነበት። ሞት አይለመድ፤ ጎሽ አይጠመድ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00765,am,low,ሞት አይቀርም፤ ስም አይቀበርም። ሞት፥ እናት ይፈራል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00766,am,low,ሞት የሰጠው፥ ቀባሪ አያሳጣውም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00767,am,low,ሞትና ዕድሜ ቢፈሩት አይቀርም። ሞትን ማሰብ፥ ከዅሉ መሰብሰብ። ሞትን የሰጠ፥ ቀባሪ አይነሣም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00768,am,low,ሞትን ያህል ዕዳ፤ መቃብርን ያህል እንግዳ። ሞትን ያመጣ፥ ቀባሪም አያሳጣ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00769,am,low,ሞትህ እንደ ሕይወትህ፥ ሕይወትህ እንደ ሞትህ ነው። ሞትም ሞት ነው፥ የአህያ ጉበት ነው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00770,am,low,ሞቶ የተነሣ፥ እግዛርን ረሳ። ( ሞቶ ~ ሞቶ),,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00771,am,low,ሞቼ፥ ጉድ አይቼ። (:_ትርጉሙ ‹‹ሞቼ ፈጣሪ የሚለውን አይቼ!››) ሞኝ፥ ኹለት ጊዛ ይሥቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00772,am,low,ሞኝ ለማደግ፥ ዝናብ አያስፈልገውም። ሞኝ ለራሱ ብልኅ ነው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00773,am,low,ሞኝ ለራሱ ያውቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00774,am,low,ሞኝ ለጠበቃው፥ ምሥጢር ይሸሽጋል። ሞኝ መርፌ ቢጠፋው፥ ጋን ይፈነቅላል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00775,am,low,ሞኝ መካሪውን፤ ባለጌ አክባሪውን (አይወድም)። ሞኝ ሞኝ፥ አያውቁብኝ ባይ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00776,am,low,ሞኝ ሰው የትናንቱን፥ ብልኅ የነገውን ያስባል። ሞኝ ሲሥቁ ቢያይ ይሥቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00777,am,low,ሞኝ ሰው፥ ኹለት ጊዛ ይሥቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00778,am,low,ሞኝ ሲሥቁበት፥ የሣቁለት ይመስለዋል። ሞኝ ሲረግሙት፥ የመረቁት ይመስለዋል። ሞኝ ሲቃጡበት፥ የመቱት ይመስለዋል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00779,am,low,ሞኝ ሲናገር፤ ብልኅ ያደምጣል። (ያደምጣል ~ ያዳምጣል) ሞኝ ሲያከብሩት፥ የፈሩት ይመስለዋል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00780,am,low,ሞኝ በብልኅ ይሥቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00781,am,low,ሞኝ በእናቱ መውደቅ ይሥቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00782,am,low,ሞኝ ቢመክሩት ከልማደ፤ አህያ ቢያጥቡት ከአመደ። ሞኝ ቢሥቁበት፥ የሣቁለት ይመስለዋል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00783,am,low,ሞኝ ቢስቱት፥ የወጉት አይመስለውም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00784,am,low,ሞኝ ቢቃጡበት፥ የመቱት ይመስለዋል። (ቢቃጡበት~ ሲቃጡበት) ሞኝ ቢቃጡት፥ የመቱት አይመስለውም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00785,am,low,ሞኝ ቢቆጡት፥ የመቱት ይመስለዋል። ሞኝ ቢያድብር ብልኅ ይመስላል። ሞኝ ቢፈርደ፤ ሞኝ ይወልደ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00786,am,low,ሞኝ ቢፈርደለት አያውቅ፥ ቢፈርደበት አያውቅ። ሞኝ ባያፍር፥ የሞኝ ዗መድ ያፍር።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00787,am,low,ሞኝ ባያፍር፤ ዗መደ ይነፍር። ሞኝ ቤት ቢሠራ፥ ብልጥ ይመራ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00788,am,low,ሞኝ ተላላ፥ አበላል የት ያውቃል? በኋላ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00789,am,low,ሞኝ ተናጋሪ፥ ክፉውን በፊት ደጉን በማምለጡ ይቆጨዋል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00790,am,low,ሞኝ ነጋዳ፥ በራሱ መቀማት ሳያዝን፥ ጑ደኛው ቢሉ፥ እምቢኝ ብል። ሞኝ አሉ፥ ብልጥን አሸነፈው ምን ብል,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00791,am,low,ሞኝ አሞራ፥ የአባቱን ዋሻ ይጠየፋል። ሞኝ አሳላፊ ለወንድሙ አይሰጥም። ሞኝ አሳላፊ፥ ወንድሙን ይጎዳል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00792,am,low,ሞኝ አንዳጅ ግንደን በውስጥ፥ ጭራሮውን በላይ። ሞኝ አያውቁብኝ ባይ። (እንደመከሩት ~ እንደነገሩት),,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00793,am,low,ሞኝ እንደ መከሩት፥ በቅል እንደ አሰገሩት። ይፈነድቃል። ሞኝ እከኩን እያየች ስትሥቅበት፥ ወደደችኝ ብል,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00794,am,low,ሞኝ ከመካሪው ይጣላል። ሞኝ ከመውለድ፥ ማስወረድ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00795,am,low,ሞኝ ከመካሪው፥ ዕውር ከመሪው (ይጣላል)።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00796,am,low,ሞኝ ከመውለድ፥ ፎናና መውለድ ይሻላል። ሞኝ ከሣቁለት፤ ውሻ ከሮጡለት።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00797,am,low,ሞኝ ከአመረረ፤ በግ ተበረረ አይመለስም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00798,am,low,ሞኝ ከአመረረ፤ በግ ከበረረ (መመለሻ የለውም)። ሞኝ፥ ከአደገ ያስቸግራል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00799,am,low,ሞኝ ከአገደደ፤ ልጅ ከለመደ። ሞኝ ከጠገበበት፥ አይወጣም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00800,am,low,ሞኝ ወርውሮ ቢስቱት፥ የወጋኝ አይመስለውም። ሞኝ ወርውሮ ቢስት፥ የወጋ አይመስለውም። ሞኝ ወርውሮ ቢስት፥ የወጋ ይመስለዋል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00801,am,low,ሞኝ ወታደር፥ ሚስቱን ጥል መንደር። ሞኝ ውሃ ሲወስደው ይሥቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00802,am,low,ሞኝ የመከሩት ዕለት፥ ቁንጫ የጠረጉት ዕለት ይብሳል። ሞኝ፥ የተቆረጠ እሸት ይጠብቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00803,am,low,ሞኝ የተከለውን፥ ልባዊ አይነቅለው(ም)። ሞኝ የዕለቱን፤ ብልኅ የዓመቱን (ያስባል)። ሞኝ የያ዗ው ብር፥ ለብልኅ ሥንቁ ነው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00804,am,low,ሞኝ የያ዗ው ፈሉጥ፥ ውሻ የያ዗ው ሉጥ። (የያ዗ው ~ የደፈረው) ሞኝ ያገኘው ፈሉጥ፥ ውሻ ያገኘው ሉጥ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00805,am,low,ሞኝ ይሥቃል፤ ብልኅ ያለቅሳል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00806,am,low,ሞኝ ይጸድቃል ከማለት፥ በመርፌ ቀዳዳ ግመል ይሾልካል ብል ማሰብ ይሻላል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00807,am,low,ሞኝ ይጸድቃል፤ ገለባ ይበቅላል ማለት ከንቱ ነው። ሞኝ ይጸድቃልን፤ ገለባ ይበቅላልን።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00808,am,low,ሞኝ ገበሬ ሹሩባ ይሠራል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00809,am,low,ሞኝ ጎረምሳ፥ ሚስቱን ቆሞ ያሳድራል። ሞኝ ጎረምሳ፥ ሚስቴን ቅመሱልኝ ይላል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00810,am,low,ሞኝ ጠጉርህ አደገ ቢሉት፥ የጸደቀ ይመስለዋል። ሞኝ:_ ጦር ወርውሮ ቢስት፥ የወጋ አይመስለውም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00811,am,low,ሞኝ ፈረስ ቢጠፋው፥ ኮርቻ ገልቦ አየ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00812,am,low,ሞኝ ፈትፍተው ሲያጎርሡት መዋጥ ያቅተዋል። ሞኝና መተሬ ይመራል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00813,am,low,ሞኝ ዗መድ ከልጅህ እኩል አድርገኝ ይላል። ሞኝ ዝም ሲል፥ አዋቂ ይመስላል። (ሲል ~ ቢል) ሞኝ የላኩትን አይረሳም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00814,am,low,ሞኝ፥ ሠኔ በጋው፥ መስከረም ክረምቱ ነው። ሞኝ ሰው፥ ኹለት ጊዛ ያለቅሳል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00815,am,low,ሞኝ፥ ከመካሩ ቤት እሳት አይሞቅም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00816,am,low,ሞኝ፥ ከተራራ ያደክማል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00817,am,low,ሞኝና ብርድ ያስቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00818,am,low,ሞኝና ወረቀት የያዙትን አይለቁም። (የያዙትን ~ ያስያዙትን) ሞኝና ወረቀት የያ዗ውን አይለቅም።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00819,am,low,ሞኝና ወረቀት፥ ሉደራደሩ ነው። ሞኝና ወረቀት፥ ኢንተርኔትን ናቁ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00820,am,low,ሞኝና ወፍራም፥ ራሱን አያውቅም። ሞኝና ውሃ፥ እንደ ወሰደት ይኼዳል። ሞኝና የመስኖ ውሃ፥ በመሩት ይኼዳል። ሞኝና ጉታ እንዳይንገላታ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00821,am,low,ሞኝን ለሣቅ፤ ስልቻን ለሥንቅ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00822,am,low,ሞያ የለ፤ መልክ ብቻ። አመል የለ፤ ነገር ብቻ። አስቸጋሪ ለጋብቻ። ሞፈር ቆራጭ፥ ዕርፍ አይታየውም (በግላጭ)።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00823,am,low,ሠኔ ለብቻው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00824,am,low,ሠኔ መቃጠሪያ፤ ኅዳር መገናኛ። ሠኔ ሠላሳ፤ የሴቶች አበሳ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00825,am,low,ሠኔ ሠላሳ፤ የለውም ካሳ። ሠኔ ሲመጣ፤ ድግር ቆረጣ። ሠኔ፥ ነግ በእኔ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00826,am,low,ሠኔ አቆለቆለ፤ በግማሽ እንጀራ ጎመን ተቆለለ። ሰንበላጥ ለቤት፤ ቀሚስ ለሴት።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00827,am,low,ሠኔና ሰኞ ሆነበት።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00828,am,low,ሠኔና ሰኞ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00829,am,low,ሠኔን በ዗ራ዗ር፤ ሀምላን በጎመን዗ር።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00830,am,low,ሣር ማጨድ በማጭድ፤ ቤት መምረግ በጭቃ በጭድ። ሣር ሲበቅል፥ ፈረስ ይሞታል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00831,am,low,ሣር ያልሰጧት ላም፥ ወተት አምጪ ቢሎት አትሰጥም። ሣር ይሸከሟል ለበሬ፤ ቆንጆ ያገቧል ለወሬ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00832,am,low,ሣቂታ ሰፊታ። ሳቃዳው ፈሰሰ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00833,am,low,ሣቅ ሲበዚ፥ ለቅሶ ይሆናል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00834,am,low,ሣቅ ያበዚ ይቀላል፤ ዝምታ ያበዚ ይከብዳል። ሳቢውን ግረፈው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00835,am,low,ሥሡ መ጑጑ቱን፤ ቆዳ መንጋጋቱን (አይተውም)።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00836,am,low,ሥሡ ሲበላ ይታነቃል፤ ሀሰተኛ ሲናገር ይታወቃል። (ሲናገር ~ በአነጋገሩ) ሥሡት፥ የእናቷን አትስት።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00837,am,low,ሥሡ አንድ ያንቀው፥ አንድ ይወድቀው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00838,am,low,ሥሥታም ሲበላ ይታነቃል፤ ሀሰተኛ ሲናገር አፉ ሞቅ ሞቅ ይላል። ሥሥታም ሲበላ ይታነቃል፤ ሀሰተኛ ሲናገር ይታወቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00839,am,low,ሥሩን የጠላ፥ ራሱን የጠላ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00840,am,low,ሥራ ለሠሪው፤ ምርጫ ለመራጭ። ሥራ ለሠሪው፤ እሾህ ላጣሪው። ሥራ ለሠሪው፤ ወሬ ላውሪው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00841,am,low,ሥራ ስፈታ፥ ልጄን ላፋታ። (ስፈታ ~ ከምፈታ) ሥራ ከመፍታት፥ ልጄን ላፋታት።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00842,am,low,ሥራ ከመፍታት፤ ምርጫ መወዳደር። ሥራ ከመፍታት፤ ፓርላማ መግባት። ሥራ ከሚፈቱ፥ አፍዎን ያፍታቱ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00843,am,low,ሥራ ከአልሠራችኹ፥ የት ሉገኝ ምሳችኹ? ሥራ የፈታ ቄስ፥ በአህያ ፍታት ይውላል። ሥራ ያጣ ለማኝ፥ አፍሶ ይለቅማል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00844,am,low,"ሥራ ያጣ መነኰሴ ""አደገኛ ቦ዗ኔ"" ተብል ታሰረ። ሥራ ያጣ መነኰሴ፥ የምርጫ ቅስቀሳ ጀመረ። ሥራ ያጣ፥ ሙቅ ያኝካል።",,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00845,am,low,ሥራ ያጣ መነኰሴ፥ ቆቡን ቀድ ይሰፋል። ሥራ ያጣ መነኰሴ፥ አደገኛ ቦ዗ኔ ተባለ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00846,am,low,ሥራ ያጣ ቄስ፥ ቆቡን ቀድ ይሰፋል። ሥራ ያጣ ገበሬ፥ በሠኔ ይሞታል። ሥራ ያጣ ገበሬ፥ ይሞታል በሠኔ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00847,am,low,ሥራ ያጣ ገበሬ፤ ጨው የላለው በርበሬ። ሥራ ያጣ፥ ገንፎ ያላምጣል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00848,am,low,ሥራ ያጣ ጢስ ይሞቃል። ስትሠራ ውላ፥ አበላሸችው ባተላ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00849,am,low,ሥራ ያጣ፥ ሚስት ያወጣ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00850,am,low,ሥራ ያጣ፥ ጢስ ይሞቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00851,am,low,ሥራ ያጣች አፍ፥ ሞት ትጠራለች። ሥራ ጠፍቶ፥ ጢስ ይሞቃል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00852,am,low,ሥራ ጣፋጭ ናት፥ ችግሩ ግን እኔ ስ኱ር በሽተኛ ነኝ። ሥራ ፈት ሲመለከት፥ ላም ነው።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00853,am,low,ሥራስ ጥሩ ነበር፥ ሥራችንን ይሻማብናል እንጂ። ሥራን ለዚሬ፤ መብልን ለነገ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00854,am,low,ሥራን ሲፈልጉ፥ ጉልበትን አያባልጉ። ስርቆት የሚለመድ፥ ማጀት የገቡ ዕለት። ሥርአት ያናግራል፥ እርቅ ያፋቅራል።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00855,am,low,ሥብ ያርደ፤ ጉፋያ ይነደ። (ያርደ ~ ሉያርደ),,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00856,am,low,ሥንቁን የተቀማ ነጋዳ፥ ዋግ የመታው ስንዳ። ሥንቃችን በልባችን፥ አለ አሞራ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
am_proverbeval_00857,am,low,ሥንቅ ሳይጎደ።,,,,,,,,ProverbEval,https://huggingface.co/datasets/israel/ProverbEval,unspecified-verify,
