id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
yo_oweyor_01166,yo,low,Ẹni a bá gbé là á fìwà jọ. Fúlàní fiwà jo màlúù.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01167,yo,low,Ẹlẹkọo-gbóná ò fiyọ si i tíí fíí wu nií mu.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01168,yo,low,"Gbọn-ọngbọn-ọn kan 'ò sí, afi ẹni ń ti ara rẹ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01169,yo,low,"Adìẹ bà lókùn; ara ò rọ okùn, ara ò rọ adìẹ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01170,yo,low,Abanijẹ́ ba ara ẹ̀ jẹ́ .,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01171,yo,low,Eégún tó bá máa d'Orò; áá jẹ k'óbìnrin lo.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01172,yo,low,"Bí a bá nínúu re, ọmọ ọlọmọ ma ń ďọmọ ẹni ni.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01173,yo,low,"Bí kò tó ẹ̀rù, kò tó ìsájú?",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01174,yo,low,"Edá ló ń woșę, Olúwa Ló ń wokàn.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01175,yo,low,"A-tọ̀run-wáá-dọbẹ̀-síná, eégún-un sálà.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01176,yo,low,"Akínigánín, àbùkù l'ára ẹ ló wà.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01177,yo,low,Dágundágun Kàlètú tí í kán ìbejì lápá-ijó.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01178,yo,low,"Ẹni ayé ń fẹ, bó f'ewé dewù yóó yẹ ę.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01179,yo,low,"Èjìká jìnà ș'ọrùn, igi-imú jìnà sórí.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01180,yo,low,"Báa báf'asowásọ, a ó kánná síkan.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01181,yo,low,"Fẹmofeyàá; b'ó bá rọjóo rẹ yóó jàre. B'Ọmọ tì ń gba iwájú-iléwọlé, nìya (ẹ) ń gba eyìnkùnlé.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01182,yo,low,"Agbada 'ò gbóná, àgbàdo 'ò ta.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01183,yo,low,Apajájẹ ní ẹ̀rù adìẹ ń ba òun.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01184,yo,low,Eyín-ijobi; bó bá se n d'eyín-ljahùsá; eto ni kéléyín ó fura.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01185,yo,low,"Ẹni tí kò l'óyún rí, kò lè mọ bí obí se ń tẹni.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01186,yo,low,"Bí ilẹ̀-ẹ́ bá rorò, tó pa ọ̀wẹ̀, orí olóko ni yó dàá lé.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01187,yo,low,Ẹkọ tí ò léwé làgbàá gbà.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01188,yo,low,"Bí a kò bá lówó aládìn-ín, à jẹun lójúmọmọ, à gbálẹ̀ sùn wàrà.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01189,yo,low,Ẹni ra ni lẹrú; a ìí gbé eé mì.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01190,yo,low,"Ení rí akeboję k'ó f'oore se é, torí ojú ló pọn ọn ló se ń kẹbọ jẹ.Akẹbọję 'ò mọ ọ lólè.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01191,yo,low,‘‘Má ta omi sí mi lára’’ kì í dé odò; ‘‘Má fara kàn mí’’ kì í wá ọjà.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01192,yo,low,"Ení fọ koto-ejò,fúnra rẹ ní yóó gbè e.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01193,yo,low,Àgbà òṣìkà ń gbin ìyà sílẹ̀ de ọmọ-ọ rẹ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01194,yo,low,A kì í gbé odò jiyàn-an ọṣẹ́ hó tàbí kò hó.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01195,yo,low,"A-ṣòro-ó-bini, ìjà àná.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01196,yo,low,Ajá tún padà sí èébì-i rẹ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01197,yo,low,A kì í fi ẹ̀jẹ̀ dúdú sínú tutọ́ funfun jáde.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01198,yo,low,Abanijẹ́ ò níí gbayì.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01199,yo,low,"Aká (adẹtẹ) rà kàrà wọn ní kí ó dúró gbènì, ó ní èyí t'óun f'ojú-owó rà, óun tíì r'ọwọ kó o ná?",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01200,yo,low,"Bilù bà ń dún 'Mà pani, mà pani' mẹlọ-mẹlo là á jo o.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01201,yo,low,Ẹni ó gbani nímọràn owó ló yá ni.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01202,yo,low,"Bí a bá rántí ọjọ́ kan ìbálé, ká rántí ọjọ́ kan ìkúnlẹ̀ abiyamọ, ká rántí kan abẹ́ tí ń tani lára.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01203,yo,low,"F'ara ti mí, ki ń f'ara tìọ bí yèrèpè se ń f'ara ti eèsún.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01204,yo,low,Adìẹ ń làágùn; ìhùùhù ni ò jẹ́ ká mọ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01205,yo,low,Bí a bá f'ọtún p'ọmọ nìgbè (bọmọ wí) kí a f'òsì fà á mọra.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01206,yo,low,Abarapá ti gbogbo èèyàn; òkùnrùn tẹnìkan ṣoṣo.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01207,yo,low,A-bèèrè kì í ṣìnà.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01208,yo,low,Adára-mánìí-șùgbọn kan ò sí.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01209,yo,low,·Eni t'ọn n wò kì i wòran.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01210,yo,low,Ese kúkúrú nironí.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01211,yo,low,"B'éégun bá l'óun ò ri Gonto, Gonto á lóun 'ò réégùn.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01212,yo,low,"Bí ebí bá kúrò nínú ìṣẹ́, ìṣẹ́ bùṣe.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01213,yo,low,Eso níí mẹsin-ín níyì.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01214,yo,low,"Èké ò ku ni, ìkà ò pé a má là; àmọ ọjọ-àtisùn logun.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01215,yo,low,"Ajá tó gbé iyọ̀, kí ni yó fi ṣe?",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01216,yo,low,"A-kó-èésú-má-dàá, ẹrùngbà olè.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01217,yo,low,Àpárá ń lá nikán ń dá; ikán ò lè mu òkúta.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01218,yo,low,"Ení gb'óhùn olóbùró lókéèrè, a ni bí ò térin kò ní sài po jefon.Béè ibi olóbùó bá búbú sí, kò tádię.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01219,yo,low,"A kì í ș'ọdún edì lẹyìn Ọjà, k'Ọjà sunko.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01220,yo,low,"A-bánijẹun-bí-aláìmọra, ó bu òkèlè bí ẹ̀gbọ́n ìyá ẹ̀.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01221,yo,low,"Ẹ̀lúlùú, ìwọ ló fòjò pa ara-à rẹ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01222,yo,low,Àkéte kékeré ò gba èèyàn méjì.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01223,yo,low,"Àpà-á fi ọwọ́ mẹ́wẹ̀ẹ̀wá bọ ẹnu; àpà, a-bìjẹun-wọ̀mù-wọ̀mù.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01224,yo,low,Àsá 'ò ro t'òròmọ síre. Àánú òkòkó 'ò șÀwòdì.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01225,yo,low,Àgbá òfìfo ní ń pariwo; àpò tó kún fówó kì í dún.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01226,yo,low,Alákatam̀pòó ṣe bí ọ̀bọ ò gbọ́n; ọ̀bọ́ gbọ́n; tinú ọ̀bọ lọ̀bọ́ ń ṣe.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01227,yo,low,Ẹ má kìlọ fún 'yàwó àsesegbé kó má re'nú èèkan lọ rèé fún sáárí.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01228,yo,low,"Eni buburú wọgbó, iwàa rẹ tọ ọ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01229,yo,low,A kì í b'ẹnìkan jà fọwọ gún gbogbo ìlé lójú.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01230,yo,low,"A kì í wáyé kí a má lárùn kan lára.ljà-igboro làrùn ìbàdàn,Owó-Òde ni tOyọ, ilé-jijó ni ť'Ọfà, má-șu-mátọ ni t'Èkó.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01231,yo,low,B'ọlọbọnhùnbọnhùn bá yó tán; a finú ara rẹ dá gbẹdu.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01232,yo,low,À-gbẹ́rù-àì-wẹ̀hìn lọ̀pálábá fi gbàgbé ìyá ẹ̀ sílẹ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01233,yo,low,Àìlèfọhùn ní ń ṣáájú orí burúkú.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01234,yo,low,"Ẹjọ́ bá ọ, bí ọ̀ràn ìkúnlẹ̀-ẹ́ bá arọ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01235,yo,low,Àtidádé Olókun ò ṣẹ̀hìn òkun; àtidádé Ọlọ́sà ò ṣẹ̀hìn ọ̀sà; àti dádée kìnnìún ò ṣẹ̀hìn Olúigbó.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01236,yo,low,"Èèmọ̀ lukutupẹ́bẹ́, sòbìyà Àjàyí, èyí tó dá a lẹ́sẹ̀ tó ń ro ó léhín.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01237,yo,low,Adìẹ funfun ò mọ ara ẹ̀ lágbà.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01238,yo,low,"Afẹká l'ayéé fẹná, àrànká l'oòòrún ń ràn.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01239,yo,low,Àgbà kì í subú yẹkẹ kó da tikùn sílę.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01240,yo,low,"Adie fiye seso, eyelé f'eegun senu.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01241,yo,low,"‘‘Mo yó’’ ń jẹ́ ‘‘mo yó,’’ ‘‘mo kọ̀’’ ń jẹ́ ‘‘mo kọ̀’’; jẹun ǹ ṣó, àgbà ọ̀kánjúwà ni. ‘",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01242,yo,low,Ẹja t'ó l'óun 'ò bábú șe àwọn máa wọ won bọ.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01243,yo,low,"Bí ẹlẹ́hìnkùlé ò sùn, à pẹ́ lẹ́hìnkùlé-e rẹ̀ títí; bó pẹ́ títí orun a gbé onílé lọ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01244,yo,low,"Aláròyé, olókotoro, onítìjú àwòko tí ń gbónu nínú oko; ó délé tán ó ṣẹnu mẹ́rẹ́n.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01245,yo,low,A kì í fàitó baálẹ șe bí Ọba.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01246,yo,low,"Eni wáyé tí ò lówó lọwọ, onítọhún ò ráyé wá.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01247,yo,low,"Bí ọmọdé bá ń bẹ́ igi, àgbàlagbà a máa wo ibi tí yóò wòó sí.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01248,yo,low,A-gúnyán-sanyán kì í bẹ̀rù òkèlè.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01249,yo,low,"Dànìdànì kì í bá wọn l'ágbálágbá, kékeré ló ti ń bà wọn-ọn lọ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01250,yo,low,"Àsá, fi fífò gbayì láwùjo eye-oko.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01251,yo,low,"Akátá ń dÍfá, ẹtà ń dìbò, ìkamùdùn ń yìnbọn ìdí; wọ́n ní kí ní ń rùn?",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01252,yo,low,"Bí a bá kìlọ̀ fólè, ká kìlọ̀ fóníṣu ẹ̀bá ọ̀nà.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01253,yo,low,Àto-eré n'ọn fi bẸșin.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01254,yo,low,‘‘Gba ọmọ fún mi kí n rèdí’’; bí ìdí ò bá ṣe-é re ká gbọ́mọ fọ́lọ́mọ. ‘,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01255,yo,low,Agada ò morí alágbẹ̀dẹ.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01256,yo,low,"Ẹni tí kò nírú asọ, kò leè mọyì așọ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01257,yo,low,Àṣá ò leè bá kowéè ké.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01258,yo,low,"B'éèyàn (bẹdàá) ń yolệệ dà, ohun wẹrẹ wẹrẹ abẹnú a máa yọ o se.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01259,yo,low,"Bí Ọlọ́run bá páni lórí, a fi irùngbọ̀n dípò-o rẹ̀.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01260,yo,low,Àsárébá ní ń mú ìrìn yá.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01261,yo,low,Firífirí yá ju òkolobo.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01262,yo,low,"Akíni ń jẹ́ akíni; afinihàn ń jẹ́ afinihàn; èwo ni ‘‘Ọ kú, ará Ìjàyè!’’ lójúde Ògúnmọ́lá?",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01263,yo,low,A kì í bá Olójòngbòdú du omi òwúrọ.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01264,yo,low,Abiyamọ ọ̀tá àgàn; ẹní ń ṣiṣẹ́ ọ̀tá ọ̀lẹ.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01265,yo,low,Ẹrẹkẹ olókún rùna 'á wú kó í bẹ.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01266,yo,low,Ara líle loògùn ọrọ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01267,yo,low,"‘‘Yó bàá ọ,’’ kì í ba ẹnìkan mọ.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01268,yo,low,"Ẹni 'ò sáré 'ò bá Șàngó, ẹní pẹ d'óde 'ò b'Ọya.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01269,yo,low,"Dídì là á kọkọ diyọ, kí a tó tú u.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01270,yo,low,A-gbáhéré-yáná ni a-gbénú-oko-yá òòrùn.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01271,yo,low,A kì í gbọ́n ju ẹni tí a máa dÍfá fún.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01272,yo,low,Gbọnìngbọin t'ó dì m'ẹșin l'ọrùn ni 'ò j'ẹșin 'ò jẹko.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01273,yo,low,Gege nirùu esin ń kora won.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01274,yo,low,Bíbí ire ò ṣé-é fowó rà.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01275,yo,low,"Bí kọlọkọlọ bá kú, adìẹ ò l'ẹkún-ún sun. Adiẹ kú inú aáyán ádùn,dùn dùn.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01276,yo,low,Agídí páálí òun ìyọnu; akùrẹtẹ̀ òun ìyà.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01277,yo,low,"Abẹ ní ń bẹ orí; oníṣẹ́ àtẹ́lẹsẹ̀ ní ń bẹ ọ̀nà; bèbè ìdí ní ń bẹ kíjìpá; bí a dáwọ́-ọ bíbẹni, a tán nínú ẹni.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01278,yo,low,Ẹgbẹ̀rún ibalùwẹ̀ ò lè tó sánmà.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01279,yo,low,"Ẹni bá f'ojú d'Orò, Orò a á gbé",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01280,yo,low,Àrùn tí ń jẹ́ nárun ò sí; ebi ní ń mú ara-á yi.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01281,yo,low,"Adásínilọrùn obìnrin Ọdọgọ, ẹlẹrú ń wẹrú, ẹlẹ́rù ń wẹrù, ó ní kíwọn jẹ k'ọkọ òun ó dé.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01282,yo,low,Ẹni tí kó fifá tanni; a kì í fọpẹlẹ tàn án.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01283,yo,low,"Àfẹjọ-ẹni-sùn, kò mọ pé a ó ríhun rò lọdọ Ọba.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01284,yo,low,Àkèekèé ò ṣé-é dì níbò.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01285,yo,low,Àdóìṣí loògùn ọrọ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01286,yo,low,Amukòkò kì í gbàgbé iṣáná.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01287,yo,low,Ẹgbẹ́ iṣu kọ́ niyán.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01288,yo,low,"B'ọlogbọn méjì ba'jùmọ ń jefọ láwo kan; bí wọn ò bá sọra,omitoro ni wọn ó fi jeun keyìn.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01289,yo,low,"Àdúrà, a fi ń dun ara wa nínú ni.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01290,yo,low,A kì í dá tuntun sórò.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01291,yo,low,A-mọ̀ràn-mòwe ní ń làdí ọ̀rọ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01292,yo,low,"Érò tètè jí, èrò jẹ'lẹ ó gbọn, tèrò là ń wí férò.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01293,yo,low,Èkúté ilé ò fibi àjà han ara wọn.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01294,yo,low,Bí a bá pe Sàkọtún tí kò ję; kí á pe Sàkòsì.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01295,yo,low,Àìsí èèyàn lóko là ń bá ajá sọ̀rọ̀.,,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
yo_oweyor_01296,yo,low,"Bí iṣú bá tán lóko, obìnrin a di àwòdì; a ní rírà lòún tún ń rà jẹ kiri òo.",,,,,,,,OWE-YOR,https://huggingface.co/datasets/LingoJr/OWEYOR,apache-2.0,
