id,language,proverb_native,proverb_en,label,pred,method
en_maps_00065,en,scientia potentia est,scientia potentia est,0,0,gemma2_9b_native_only_5-shot
zh_maps_00277,zh,丈夫有泪不轻弹,Great man does not shed tears lightly,0,0,gemma2_9b_native_only_5-shot
zh_maps_00289,zh,贫贱夫妻百事哀,poor and lowly couples are always sad,0,1,gemma2_9b_native_only_5-shot
id_maps_00269,id,Bakar air ambil abunya,Burning water to get the ashes,1,1,gemma2_9b_native_only_5-shot
id_maps_00066,id,Ada umur ada rezeki,with age and there is fortune,0,1,gemma2_9b_native_only_5-shot
ru_maps_00063,ru,Вот в чём загвоздка,That's the rub,0,0,gemma2_9b_native_only_5-shot
zh_maps_00228,zh,忧道不忧贫,worrying about roads is not about poverty,0,1,gemma2_9b_native_only_5-shot
de_maps_00072,de,"wer sich im alter wärmen will, muss sich in der jugend einen ofen bauen","If you want to keep yourself warm when you're old, you have to build a stove when you're young",1,0,gemma2_9b_native_only_5-shot
id_maps_00322,id,"Cium tapak tangan, berbau atau tidak","Smell your palms, smelly or not",1,1,gemma2_9b_native_only_5-shot
en_maps_00049,en,Great minds think alike,Great minds think alike,0,0,gemma2_9b_native_only_5-shot
de_maps_00215,de,stille wasser sind tief,still waters run deep,1,0,gemma2_9b_native_only_5-shot
id_maps_00297,id,Akal akar berpulas tak patah,reason has a strong root that doesn't break,1,1,gemma2_9b_native_only_5-shot
en_maps_00183,en,there's no time like the present,there's no time like the present,0,0,gemma2_9b_native_only_5-shot
ru_maps_00179,ru,"Закон что дышло, кудa повернёшь - тудa и вышло","The law is that the drawbar, where you turn, it goes there",0,0,gemma2_9b_native_only_5-shot
id_maps_00229,id,Seperti menggantang asap,Like I'm smoking,1,0,gemma2_9b_native_only_5-shot
ru_maps_00377,ru,Хоть кол ему на головe теши,At least the stake on his head will amuse him,1,0,gemma2_9b_native_only_5-shot
en_maps_00050,en,so far so good,so far so good,0,1,gemma2_9b_native_only_5-shot
ru_maps_00143,ru,Дорого яичко ко Христову дню,Expensive egg for Christ's Day,1,0,gemma2_9b_native_only_5-shot
de_maps_00187,de,für jeden topf gibt es einen passenden deckel,There is a suitable lid for every pot,1,0,gemma2_9b_native_only_5-shot
bn_maps_00013,bn,কুকুর রাজা হলেও জুতা খায়,Dog is king but eats shoes,1,0,gemma2_9b_native_only_5-shot
de_maps_00082,de,das macht das kraut auch nicht mehr fett,That doesn't make the herb fat anymore,1,0,gemma2_9b_native_only_5-shot
ru_maps_00098,ru,"Говоришь по секрету, пойдет по всему свету","You speak in confidence, it will go all over the world",0,0,gemma2_9b_native_only_5-shot
ru_maps_00373,ru,"Хвaстать – не косить, спинa не болит","Brag - don't mow, your back doesn't hurt",1,0,gemma2_9b_native_only_5-shot
de_maps_00142,de,"es ist ein albern schaf, das dem wolf beichtet",It's a silly sheep that confesses to the wolf,1,0,gemma2_9b_native_only_5-shot
bn_maps_00185,bn,"যদি দুটি পাখির পিছনে ছোটো, তবে একটিও পাবে না","If you chase after two birds, you won't get one",1,0,gemma2_9b_native_only_5-shot
ru_maps_00109,ru,"Гроша не стоит, а глядит рублем","It's not worth a penny, but it looks like a ruble",1,0,gemma2_9b_native_only_5-shot
de_maps_00029,de,"je mehr gesetz, je weniger recht","the more law, the less law",0,0,gemma2_9b_native_only_5-shot
ru_maps_00024,ru,В каждой шутке есть доля правды,Every joke has some truth,0,0,gemma2_9b_native_only_5-shot
zh_maps_00010,zh,癞蛤蟆想吃天鹅肉,Toad wants to eat swan meat,1,0,gemma2_9b_native_only_5-shot
zh_maps_00087,zh,血浓于水,blood is thicker than water,1,0,gemma2_9b_native_only_5-shot
zh_maps_00308,zh,墙倒众人推,everyone is pushing the wall down.,1,0,gemma2_9b_native_only_5-shot
de_maps_00226,de,da beißt die maus keinen faden ab,The mouse won't bite a thread,1,0,gemma2_9b_native_only_5-shot
de_maps_00048,de,abwarten und tee trinken,Wait and drink tea,0,1,gemma2_9b_native_only_5-shot
ru_maps_00042,ru,Век живи -век учись,Live and learn,0,0,gemma2_9b_native_only_5-shot
en_maps_00019,en,an ounce of prevention is better than a pound of cure,an ounce of prevention is better than a pound of cure,0,0,gemma2_9b_native_only_5-shot
ru_maps_00060,ru,Вор у ворa дубинку укрaл,A thief stole a club from a thief,1,0,gemma2_9b_native_only_5-shot
id_maps_00143,id,Air tenang jangan disangka tiada buayanya,"the water is calm, don't think there are no crocodiles",1,1,gemma2_9b_native_only_5-shot
en_maps_00097,en,there are none so blind as those who will not see,there are none so blind as those who will not see,1,0,gemma2_9b_native_only_5-shot
ru_maps_00231,ru,Копeйка рубль бережёт,A penny saves the ruble,1,0,gemma2_9b_native_only_5-shot
id_maps_00174,id,"Lain gatal, lain yang digaruk","Others itch, others scratch",0,1,gemma2_9b_native_only_5-shot
id_maps_00202,id,"Tua-tua kelapa, makin tua makin berminyak","old coconuts, the older they get, the oilier they get",1,0,gemma2_9b_native_only_5-shot
en_maps_00365,en,history is written by the victors,history is written by the victors,1,0,gemma2_9b_native_only_5-shot
de_maps_00296,de,über verschüttete milch lohnt sich nicht zu weinen,Spilled milk isn't worth crying over,1,0,gemma2_9b_native_only_5-shot
bn_maps_00303,bn,বাঁশের চেয়ে কঞ্চি দড়,Kanchi rope than bamboo,1,0,gemma2_9b_native_only_5-shot
en_maps_00374,en,"sow the wind, reap the whirlwind","sow the wind, reap the whirlwind",1,0,gemma2_9b_native_only_5-shot
id_maps_00199,id,Takkan harimau makan anaknya,tigers won't eat their cubs,1,0,gemma2_9b_native_only_5-shot
id_maps_00316,id,"Ayam berinduk, sirih berjunjung","Hen has a hen, betel has a hen",1,0,gemma2_9b_native_only_5-shot
ru_maps_00354,ru,Один с сошкой -сeмеро с ложкой,"One with a bipod, seven with a spoon",1,0,gemma2_9b_native_only_5-shot
bn_maps_00304,bn,বাই হুক অর বা ক্রুক,By hook or crook,1,0,gemma2_9b_native_only_5-shot
id_maps_00190,id,Bagai roda berputar,Like a spinning wheel,1,0,gemma2_9b_native_only_5-shot
de_maps_00268,de,zeit ist geld,time is money,1,0,gemma2_9b_native_only_5-shot
de_maps_00210,de,"was der bauer nicht kennt, das frisst er nicht","What the farmer doesn't know, he doesn't eat",0,0,gemma2_9b_native_only_5-shot
ru_maps_00214,ru,Как белка в колесе вертится,Like a squirrel spinning in a wheel,1,0,gemma2_9b_native_only_5-shot
zh_maps_00066,zh,良禽择木而栖,a good bird that chooses a tree to live in,1,0,gemma2_9b_native_only_5-shot
de_maps_00216,de,unter blinden ist der einäugige könig,Among the blind the one-eyed man is king,1,0,gemma2_9b_native_only_5-shot
ru_maps_00327,ru,"Не надобен и клад, коли в семье лад",There is no need for a treasure if there is harmony in the family,0,0,gemma2_9b_native_only_5-shot
ru_maps_00381,ru,Что написано пером -не вырубить топором,What is written with a pen cannot be cut down with an axe,1,0,gemma2_9b_native_only_5-shot
bn_maps_00309,bn,মাছ জালে পড়লে বেশি লাফায়,The fish jumps more when it falls into the net,1,0,gemma2_9b_native_only_5-shot
en_maps_00358,en,man is a wolf to man,man is a wolf to man,1,0,gemma2_9b_native_only_5-shot
zh_maps_00264,zh,欲加之罪，何患无辞,"If you want to commit a crime, you can find all kinds of excuses",0,0,gemma2_9b_native_only_5-shot
de_maps_00113,de,"wo ein adler nicht fort kann, findet eine fliege noch zehn wege","where the eagle can't get away, the fly can still find ten ways",1,0,gemma2_9b_native_only_5-shot
de_maps_00214,de,jede münze hat zwei seiten,every coin has two sides,1,0,gemma2_9b_native_only_5-shot
en_maps_00163,en,self-praise is no recommendation,self-praise is no recommendation,0,0,gemma2_9b_native_only_5-shot
ru_maps_00387,ru,Яблоко от Яблони недалеко пaдает,The apple doesn't fall far from the tree,1,0,gemma2_9b_native_only_5-shot
de_maps_00308,de,millionen fliegen können sich nicht irren,a millions flies can't be wrong,1,0,gemma2_9b_native_only_5-shot
zh_maps_00326,zh,放长线钓大鱼,put a long line to catch big fish,1,0,gemma2_9b_native_only_5-shot
ru_maps_00187,ru,"Знaет кошка, чьё мЯсо съeла",The cat knows whose meat it ate,1,0,gemma2_9b_native_only_5-shot
ru_maps_00107,ru,"Готовь сани летом, а телегу зимой",Prepare a sleigh in the summer and a cart in the winter,1,0,gemma2_9b_native_only_5-shot
en_maps_00331,en,hindsight is 20/20,hindsight is 20/20,0,0,gemma2_9b_native_only_5-shot
de_maps_00279,de,"Je kleiner die Flasche, desto schneller ist sie leer","The smaller the bottle, the quicker it empties",1,0,gemma2_9b_native_only_5-shot
bn_maps_00215,bn,মা লক্ষ্মী ভিক্ষা মাগে,Mother Lakshmi begs,1,1,gemma2_9b_native_only_5-shot
ru_maps_00017,ru,Былa не былa,It was not,0,1,gemma2_9b_native_only_5-shot
ru_maps_00118,ru,"Двум смертЯм не бывaть, одной не миновaть","Two deaths cannot happen, but one cannot be avoided",1,0,gemma2_9b_native_only_5-shot
zh_maps_00188,zh,业精于勤，荒于嬉,"proficiency in business comes from diligence, and waste from play",0,0,gemma2_9b_native_only_5-shot
id_maps_00138,id,"Ketika ada sama dimakan, waktu tak ada sama ditahan","when you have something to eat, time doesn't exist and you hold it",1,1,gemma2_9b_native_only_5-shot
id_maps_00341,id,Angan lalu paham tertumbuk,Dreams then understand being crushed,0,1,gemma2_9b_native_only_5-shot
bn_maps_00154,bn,ধরেছ তো ছেড়ো না,"If you catch it, don't let it go",0,1,gemma2_9b_native_only_5-shot
en_maps_00123,en,faint heart never won fair lady,faint heart never won fair lady,1,0,gemma2_9b_native_only_5-shot
ru_maps_00355,ru,От трудов прaведных не наживёшь палaт кaменных,From righteous labors you will not make stone chambers,1,1,gemma2_9b_native_only_5-shot
en_maps_00007,en,it's a man's world,it's a man's world,0,0,gemma2_9b_native_only_5-shot
ru_maps_00203,ru,"или грудь в крестaх, или головa в кустaх","either the chest is covered in crosses, or the head is in the bushes",1,0,gemma2_9b_native_only_5-shot
id_maps_00231,id,"Payah dilamun ombak, tercapai juga tanah tepi","it's hard to be lost in the waves, you can also reach the edge of the land",1,0,gemma2_9b_native_only_5-shot
de_maps_00183,de,knapp daneben ist auch vorbei,just missing is also over,0,0,gemma2_9b_native_only_5-shot
bn_maps_00333,bn,নেকড়ার আগুন,I have wolf fire in my heart,1,0,gemma2_9b_native_only_5-shot
ru_maps_00061,ru,Ворон ворону глаз не выклюет,A raven will not peck out a crow's eye,1,0,gemma2_9b_native_only_5-shot
en_maps_00305,en,the end justifies the means,the end justifies the means,0,0,gemma2_9b_native_only_5-shot
zh_maps_00267,zh,神仙打架，小鬼遭殃,"The gods fight, and the imps suffer",1,0,gemma2_9b_native_only_5-shot
en_maps_00336,en,"love the sinner, hate the sin","love the sinner, hate the sin",0,0,gemma2_9b_native_only_5-shot
id_maps_00106,id,"Ikut hati mati, ikut rasa binasa","with the heart that dies, with the feeling of perishing",1,1,gemma2_9b_native_only_5-shot
zh_maps_00149,zh,成王败寇,winner is the king and loser is the theif,1,0,gemma2_9b_native_only_5-shot
de_maps_00076,de,"was hänschen nicht lernt, lernt hans nimmermehr","what Hans doesn't learn, Hans never learns",1,0,gemma2_9b_native_only_5-shot
bn_maps_00100,bn,জোয়ারের জল আর কতক্ষণ,How long is the tide?,1,0,gemma2_9b_native_only_5-shot
de_maps_00019,de,allzu klug ist dumm,being too smart is stupid,0,0,gemma2_9b_native_only_5-shot
en_maps_00008,en,well begun is half done,well begun is half done,0,0,gemma2_9b_native_only_5-shot
bn_maps_00009,bn,আদায় কাঁচকলায় সম্পর্ক,Their relationship is in glassworks,1,0,gemma2_9b_native_only_5-shot
zh_maps_00287,zh,不打不成器,"if you don't physically punish, you son can't achieve anything",0,0,gemma2_9b_native_only_5-shot
zh_maps_00304,zh,男大当婚，女大当嫁,"Males should get married when they are old enough, females should get married when they are old enough",0,1,gemma2_9b_native_only_5-shot
zh_maps_00001,zh,水能载舟，亦能覆舟,"Water can carry a boat, but it can also overturn it",1,0,gemma2_9b_native_only_5-shot
de_maps_00035,de,die schönheit liegt im auge des betrachters,Beauty lies in the eye of the beholder,0,0,gemma2_9b_native_only_5-shot
zh_maps_00260,zh,四海之内皆兄弟,all people are brothers in the world,0,0,gemma2_9b_native_only_5-shot
ru_maps_00169,ru,"Зa морем телушка-полушка, да рубль перевоз","half a heifer overseas, and the ruble is transported",1,0,gemma2_9b_native_only_5-shot
de_maps_00099,de,"trautes heim, glück allein","Sweet home, happiness alone",0,0,gemma2_9b_native_only_5-shot
bn_maps_00281,bn,হাতির পাঁচ পা দেখা,Seeing the five legs of the elephant,1,0,gemma2_9b_native_only_5-shot
zh_maps_00328,zh,赶鸭子上架,drive ducks to the shelves,1,0,gemma2_9b_native_only_5-shot
de_maps_00053,de,"wie du mir, so ich dir","like me, like you",0,0,gemma2_9b_native_only_5-shot
zh_maps_00138,zh,家丑不可外扬,What happens in the family stays in the family,0,0,gemma2_9b_native_only_5-shot
en_maps_00211,en,"fool me once, shame on you; fool me twice, shame on me","fool me once, shame on you; fool me twice, shame on me",0,0,gemma2_9b_native_only_5-shot
zh_maps_00263,zh,名不正，则言不顺,"if the name is not right, then the words will not be right",0,0,gemma2_9b_native_only_5-shot
id_maps_00282,id,Air diminum serasa duri dapar berarti,Drinking water tastes like thorns,1,1,gemma2_9b_native_only_5-shot
id_maps_00280,id,"Adat sepanjang jalan, cupak sepanjang betung","the adat saying along the road, cupak along the betung",1,0,gemma2_9b_native_only_5-shot
ru_maps_00284,ru,"На Бога надeйся, а сам не плошaй","Trust in God, and don’t make a mistake yourself",0,0,gemma2_9b_native_only_5-shot
de_maps_00273,de,"was nicht blüht, das körnert nicht","if it doesn't bloom, it won't sprout",1,0,gemma2_9b_native_only_5-shot
id_maps_00206,id,Manikam sudah menjadi sekam,Manikam has become a husk,1,1,gemma2_9b_native_only_5-shot
de_maps_00241,de,"wo gehobelt wird, da fallen späne","Where wood is chopped, splinters must fall",1,0,gemma2_9b_native_only_5-shot
bn_maps_00272,bn,অর্থই অনর্থের মূল,Money is the root of evil,1,0,gemma2_9b_native_only_5-shot
ru_maps_00232,ru,Красиво жить не запретишь,You can't forbid living beautifully,0,0,gemma2_9b_native_only_5-shot
zh_maps_00183,zh,千金难买少年穷,Money is hard to buy poor young man,0,0,gemma2_9b_native_only_5-shot
id_maps_00104,id,Hilang di mata di hati jangan,Don't lose sight of your heart,1,1,gemma2_9b_native_only_5-shot
en_maps_00251,en,less is more,less is more,0,0,gemma2_9b_native_only_5-shot
ru_maps_00135,ru,Доброе слово и кошке приЯтно,A kind word and the cat is pleased,0,1,gemma2_9b_native_only_5-shot
bn_maps_00202,bn,উদ্যোগীর কাছে কোন পথই দূর নয়,No path is far for the enterprising,1,0,gemma2_9b_native_only_5-shot
id_maps_00251,id,"Tangguk rapat, keruntung bobos","if you hang tight, don't sleep, that will definitely cause problems",1,1,gemma2_9b_native_only_5-shot
de_maps_00264,de,unwissenheit schützt vor strafe nicht,Ignorance does not protect against punishment,0,0,gemma2_9b_native_only_5-shot
en_maps_00272,en,ne'er cast a clout til May be out,ne'er cast a clout til May be out,0,0,gemma2_9b_native_only_5-shot
ru_maps_00367,ru,"Сединa в бороду, бес в ребро","Gray hair in the beard, devil in the rib",1,0,gemma2_9b_native_only_5-shot
de_maps_00261,de,"der gesunde weiß nicht, wie reich er ist",the healthy person doesn't know how rich he is,0,0,gemma2_9b_native_only_5-shot
en_maps_00392,en,a revolution is not a dinner party,a revolution is not a dinner party,1,0,gemma2_9b_native_only_5-shot
ru_maps_00337,ru,"Не так стрaшен чёрт, как его малюют",The devil is not as scary as he is painted,1,0,gemma2_9b_native_only_5-shot
en_maps_00350,en,love is blind,love is blind,1,0,gemma2_9b_native_only_5-shot
bn_maps_00059,bn,আমি জীবনপাত্রের তলানিটুকু নিঃশেষে পান করব,I will drink the bottom of the jar of life,1,1,gemma2_9b_native_only_5-shot
id_maps_00242,id,"Digenggam takut mati, dilepaskan takut terbang","Holding it is afraid of dying, letting it go is afraid of flying",1,0,gemma2_9b_native_only_5-shot
ru_maps_00126,ru,Деньги жгут карман,Money burns your pocket,1,0,gemma2_9b_native_only_5-shot
zh_maps_00095,zh,好马不吃回头草,A good horse never turns back,1,0,gemma2_9b_native_only_5-shot
id_maps_00226,id,Seperti orang buta kehilangan tongkat,Like a blind man who has lost his stick,1,0,gemma2_9b_native_only_5-shot
en_maps_00344,en,good things come to those who wait,good things come to those who wait,0,0,gemma2_9b_native_only_5-shot
de_maps_00162,de,"vater werden ist nicht schwer, vater sein dagegen sehr","Becoming a father isn't difficult, but being a father is very difficult",0,0,gemma2_9b_native_only_5-shot
en_maps_00220,en,pride comes before a fall,pride comes before a fall,0,0,gemma2_9b_native_only_5-shot
zh_maps_00224,zh,好酒沉瓮底,good wine sinks to the bottom,1,0,gemma2_9b_native_only_5-shot
bn_maps_00106,bn,"বিদ্বান সকল গুণের আধার, অজ্ঞ সকল দোষের আকর","The learned are the reservoir of all virtues, the ignorant are the source of all faults",0,0,gemma2_9b_native_only_5-shot
bn_maps_00208,bn,দুই নৌকায় পা,Walk in two boats,1,1,gemma2_9b_native_only_5-shot
ru_maps_00101,ru,"Голод не тётка, пирожкa не поднесёт","Hunger is not an aunt, she won’t bring you a pie",1,0,gemma2_9b_native_only_5-shot
ru_maps_00188,ru,"Знай край, да не падай","Know the edge, don't fall",1,0,gemma2_9b_native_only_5-shot
id_maps_00267,id,Gajah derum tengah rumah,the elephant roaring in the middle of the house,1,0,gemma2_9b_native_only_5-shot
en_maps_00083,en,when the cat's away the mice will play,when the cat's away the mice will play,1,0,gemma2_9b_native_only_5-shot
zh_maps_00243,zh,行百里者半九十,walk a ninety miles out of a hundred miles is only considered as half way through,0,0,gemma2_9b_native_only_5-shot
de_maps_00038,de,"holzauge, sei wachsam","woodeye, be vigilant",1,0,gemma2_9b_native_only_5-shot
id_maps_00320,id,"Dekat mencari induk, jauh mencari suku","Close looking for the parent, far looking for the tribe",1,1,gemma2_9b_native_only_5-shot
bn_maps_00087,bn,ভালকথার ঝুটাও ভাল,It's better to lie,0,1,gemma2_9b_native_only_5-shot
de_maps_00246,de,"arbeite klug, nicht hart","work smart, not hard",0,0,gemma2_9b_native_only_5-shot
bn_maps_00048,bn,"দুইজনে বন্ধুত্ব হয়, তিনজনে হয় কলহ","Two become friends, three quarrel",0,0,gemma2_9b_native_only_5-shot
bn_maps_00216,bn,"একতায় উত্থান, বিভেদে পতন","Rise in unity, fall in disunity",0,0,gemma2_9b_native_only_5-shot
id_maps_00072,id,Alah bisa karena biasa,Alah can do it because I'm used to it,0,1,gemma2_9b_native_only_5-shot
id_maps_00103,id,"Hidup tolong-menolong, sandar-menyandar","Life helps, leans on",0,0,gemma2_9b_native_only_5-shot
ru_maps_00339,ru,Незвaный гость хуже татaрина,An uninvited guest is worse than a Tatar,0,0,gemma2_9b_native_only_5-shot
en_maps_00085,en,there is strength in numbers,there is strength in numbers,1,0,gemma2_9b_native_only_5-shot
de_maps_00119,de,geld allein macht nicht glücklich,money alone doesn't make you happy,0,0,gemma2_9b_native_only_5-shot
en_maps_00039,en,different strokes for different folks,different strokes for different folks,1,1,gemma2_9b_native_only_5-shot
de_maps_00276,de,"von der wiege bis zur bahre, formulare, formulare","from cradle to grave, forms, forms",0,0,gemma2_9b_native_only_5-shot
bn_maps_00319,bn,সবাই ইচ্ছুক ঘোড়ার উপর বোঝা চাপায়,Everyone puts the burden on the willing horse,1,1,gemma2_9b_native_only_5-shot
ru_maps_00287,ru,На весь свет не угодишь,You can't please the whole world,0,0,gemma2_9b_native_only_5-shot
bn_maps_00111,bn,নিত্যচাষার ঝি বেগুনগাছ দেখে বলে এ আবার কী,"Looking at the daily cultivation plant, says what is this again",1,0,gemma2_9b_native_only_5-shot
id_maps_00194,id,Pikir itu pelita hati,Think it's a heart lamp,1,0,gemma2_9b_native_only_5-shot
de_maps_00168,de,unter jedem dach ein ach,an ah under every roof,1,1,gemma2_9b_native_only_5-shot
bn_maps_00251,bn,রোজার ঘাড়ে ভূত,Ghost on Roja's neck,1,0,gemma2_9b_native_only_5-shot
id_maps_00328,id,"Yang untut lain, yang mengasut lain","The one for another, the one who instigates another",0,1,gemma2_9b_native_only_5-shot
bn_maps_00126,bn,বড় গাছে কাছি দড়ি বাঁধা,Tortoise rope tied to big tree,1,0,gemma2_9b_native_only_5-shot
id_maps_00197,id,"Tampan sudah, langgam terbawa","Handsome already, stylish carried over",0,1,gemma2_9b_native_only_5-shot
en_maps_00086,en,practice makes perfect,practice makes perfect,0,0,gemma2_9b_native_only_5-shot
bn_maps_00249,bn,"মেঘ দেখে করিসনে ভয়,আড়ালে তার সূর্য হাসে","The clouds are afraid, but the sun smiles",1,0,gemma2_9b_native_only_5-shot
id_maps_00001,id,Bagai pungguk merindukan bulan,Like your back misses the moon,1,0,gemma2_9b_native_only_5-shot
zh_maps_00261,zh,好死不如赖活著,better a living dog than a dead lion,0,1,gemma2_9b_native_only_5-shot
ru_maps_00066,ru,Врeмя - лучший доктор,Time is the best doctor,0,0,gemma2_9b_native_only_5-shot
de_maps_00075,de,glück im unglück haben,to be lucky in misfortune,0,0,gemma2_9b_native_only_5-shot
bn_maps_00246,bn,সহনশীলতা সভ্যতার মাপকাটি,Tolerance is the measure of civilization,0,0,gemma2_9b_native_only_5-shot
zh_maps_00022,zh,床头吵架床尾和,Quarrel at the head of the bed and make-up at the end of the bed,0,0,gemma2_9b_native_only_5-shot
id_maps_00234,id,Sambil berdiang nasi masak,While the rice is cooking,1,1,gemma2_9b_native_only_5-shot
id_maps_00017,id,Pandai berminyak air,Good at oily water,1,0,gemma2_9b_native_only_5-shot
id_maps_00148,id,Tak air hujan ditampung,No rainwater is collected,1,1,gemma2_9b_native_only_5-shot
en_maps_00128,en,every man is the architect of his own fortune,every man is the architect of his own fortune,1,0,gemma2_9b_native_only_5-shot
en_maps_00018,en,it takes a village to raise a child,it takes a village to raise a child,0,0,gemma2_9b_native_only_5-shot
bn_maps_00082,bn,আদার বেপারীর জাহাজের খবর,News of Adar Bepari's ship,1,0,gemma2_9b_native_only_5-shot
bn_maps_00069,bn,কথা শুনে পেটের ভাত চাল হয়ে যায়,Stomach becomes rice after hearing the words,1,1,gemma2_9b_native_only_5-shot
en_maps_00277,en,words cut deep,words cut deep,1,0,gemma2_9b_native_only_5-shot
id_maps_00334,id,Jerih menentang laba,Striving against profit,0,0,gemma2_9b_native_only_5-shot
de_maps_00181,de,"es ist nicht alles gold, was glänzt",all that glitters is not gold,1,0,gemma2_9b_native_only_5-shot
bn_maps_00329,bn,তীর্থের কাকের মত বসে থাকা,Sitting like a pilgrim crow,1,0,gemma2_9b_native_only_5-shot
en_maps_00058,en,people who live in glass houses shouldn't throw stones,people who live in glass houses shouldn't throw stones,1,0,gemma2_9b_native_only_5-shot
bn_maps_00018,bn,এমনকি একটা/টি খরগোশও কামড়াতে পাড়ে যদি সে কোণঠাসা হয়,Even a rabbit can bite if cornered,1,1,gemma2_9b_native_only_5-shot
ru_maps_00106,ru,Горбaтого могила испрaвит,The grave will fix the hunchback,1,0,gemma2_9b_native_only_5-shot
zh_maps_00131,zh,种瓜得瓜，种豆得豆,you reap what you sow,1,1,gemma2_9b_native_only_5-shot
ru_maps_00277,ru,Москвa не срaзу строилась,Moscow was not built right away,1,0,gemma2_9b_native_only_5-shot
bn_maps_00252,bn,গোদের ওপর বিষফোঁড়া,Oh my god,1,0,gemma2_9b_native_only_5-shot
ru_maps_00389,ru,Яйца курицу не учат,Eggs don't teach chickens,1,0,gemma2_9b_native_only_5-shot
en_maps_00222,en,a bad workman always blames his tools,a bad workman always blames his tools,1,0,gemma2_9b_native_only_5-shot
id_maps_00196,id,Tangguk lerek dengan bingkainya,Lerek embankment with frame,1,1,gemma2_9b_native_only_5-shot
ru_maps_00081,ru,Выше головы не прыгнешь,You can't jump over your head,1,0,gemma2_9b_native_only_5-shot
ru_maps_00350,ru,О вкусах не спорят,Tastes could not be discussed,0,0,gemma2_9b_native_only_5-shot
zh_maps_00253,zh,普天之下，莫非王土,"Yes, there is no king in the world",0,0,gemma2_9b_native_only_5-shot
bn_maps_00265,bn,"উপোসে কেউ নয়, পারণের গোঁসাই","None of Upose, Paran Gonsai",1,0,gemma2_9b_native_only_5-shot
bn_maps_00183,bn,যে রাঁধে সে চুলও বাঁধে,The one who cooks also ties her hair,1,1,gemma2_9b_native_only_5-shot
zh_maps_00019,zh,流言止于智者,gossip ends with the wise,0,0,gemma2_9b_native_only_5-shot
en_maps_00174,en,an eye for an eye makes the whole world blind,an eye for an eye makes the whole world blind,1,0,gemma2_9b_native_only_5-shot
