source_id,kuusi_id,theme,main_class,subgroup_code,type_number,proverb_original,proverb_variant_1,proverb_variant_2,proverb_variant_3,proverb_variant_4,proverb_variant_extra,proverb_primary_en,proverb_parse_warning,language_tags_raw,translation_tag_types,language_names_extracted,has_language_or_translation_tag,slug,missing_marker,cross_references,specific_reference,distribution,region_E,region_F,region_O,region_I,region_A,region_G,region_Ew,region_Es,region_P,region_Ee,region_En,region_Eb
149739,D1c-37,D,D1,D1c,37,"Variety is the spice of life / Always the same dish is tiresome /  Abwechslung erfreut / Diversité, c'est ma devise / La varietà piace",Variety is the spice of life,Always the same dish is tiresome,Abwechslung erfreut,"Diversité, c'est ma devise",La varietà piace,Variety is the spice of life,many_variants,,,,0,unive3-d1c-298,,"M1f,T2b,M7g",,"E,I,O",1,0,1,1,0,0,0,0,0,0,0,0
149741,D1d-10,D,D1,D1d,10,"The cat and dog may kiss, yet are none the better friends / Sie leben wie Katze und Hund / Ils s'accordent comme chien et chat / Stanno d'accordo come cani e gatti","The cat and dog may kiss, yet are none the better friends",Sie leben wie Katze und Hund,Ils s'accordent comme chien et chat,Stanno d'accordo come cani e gatti,,"The cat and dog may kiss, yet are none the better friends",ok,,,,0,unive3-d1d-299,,,,G,0,0,0,0,0,1,0,0,0,0,0,0
149742,D1d-11,D,D1,D1d,11,Fire and flax agree not / Fire is not to be quenched with tow,Fire and flax agree not,Fire is not to be quenched with tow,,,,Fire and flax agree not,ok,,,,0,unive3-d1d-300,,,,"F,E,A,O,P",1,1,1,0,1,0,0,0,1,0,0,0
,D1d-16b,D,D1,D1d,16b,"The camel has his plans, and the camel-driver has his plans","The camel has his plans, and the camel-driver has his plans",,,,,"The camel has his plans, and the camel-driver has his plans",ok,,,,0,unive3-d1d-301,,,,,0,0,0,0,0,0,0,0,0,0,0,0
149754,D1d-22,D,D1,D1d,22,Man is a wolf to man / Dog eat dog / Lupus est homo homini (Latin) / Un diavolo caccia l'altro,Man is a wolf to man,Dog eat dog,Lupus est homo homini (Latin),Un diavolo caccia l'altro,,Man is a wolf to man,ok,(Latin),parenthetical_language,Latin,1,unive3-d1d-302,,,,"F,E,A",1,1,0,0,1,0,0,0,0,0,0,0
149757,D1d-25,D,D1,D1d,25,"Gifts from enemies are dangerous / Feindes Geschänke haben Ränke / Hostium munera, non munera (Latin)",Gifts from enemies are dangerous,Feindes Geschänke haben Ränke,"Hostium munera, non munera (Latin)",,,Gifts from enemies are dangerous,ok,(Latin),parenthetical_language,Latin,1,unive3-d1d-303,,M1b,,"Ew,Es",0,0,0,0,0,0,1,1,0,0,0,0
149758,D1d-26,D,D1,D1d,26,"He that has a fox for his mate, has need of a net at his girdle / Halte Freundschaft mit dem Bären, halte aber auch die Axt bereit / Habes commercium cum vulpe? dolos cave","He that has a fox for his mate, has need of a net at his girdle","Halte Freundschaft mit dem Bären, halte aber auch die Axt bereit",Habes commercium cum vulpe? dolos cave,,,"He that has a fox for his mate, has need of a net at his girdle",ok,,,,0,unive3-d1d-304,,M1b,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
149760,D2a-10,D,D2,D2a,10,It is better to laugh than to cry trl. Maltese,It is better to laugh than to cry trl. Maltese,,,,,It is better to laugh than to cry,ok,trl. Maltese,translation_marker,Maltese,1,unive3-d2a-305,G,"G5e,H7c",,"F,En,Es,O",0,1,1,0,0,0,0,1,0,0,1,0
149765,D2a-13b,D,D2,D2a,13b,"Music hath charms to soothe the savage breast / Wo man singt, da laß' dich ruhig nieder, böse Menschen kennen keine Lieder / La musique adoucit les mœurs / Donde hay música no puede haber cosa mala",Music hath charms to soothe the savage breast,"Wo man singt, da laß' dich ruhig nieder, böse Menschen kennen keine Lieder",La musique adoucit les mœurs,Donde hay música no puede haber cosa mala,,Music hath charms to soothe the savage breast,ok,,,,0,unive3-d2a-306,,"F1b,G7b",,"E,O",1,0,1,0,0,0,0,0,0,0,0,0
149768,D2a-14b,D,D2,D2a,14b,"To the happy, time is swift / Dem Glüglichen schlägt keine Stunde / Las personas felices no miran las horas","To the happy, time is swift",Dem Glüglichen schlägt keine Stunde,Las personas felices no miran las horas,,,"To the happy, time is swift",ok,,,,0,unive3-d2a-307,,"E1k,D3c",,"E,O",1,0,1,0,0,0,0,0,0,0,0,0
149769,D2a-14c,D,D2,D2a,14c,Love is swift of foot / Where your will is ready your feet are light / Williges Herz macht leichte Füsse / Nullus difficilis cupienti labor (Latin),Love is swift of foot,Where your will is ready your feet are light,Williges Herz macht leichte Füsse,Nullus difficilis cupienti labor (Latin),,Love is swift of foot,ok,(Latin),parenthetical_language,Latin,1,unive3-d2a-308,,,,"E,O",1,0,1,0,0,0,0,0,0,0,0,0
149773,D2a-17,D,D2,D2a,17,A merry heart lives long,A merry heart lives long,,,,,A merry heart lives long,ok,,,,0,unive3-d2a-309,,"G7b,J1p",,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
149778,D2a-20,D,D2,D2a,20,Care killed the cat / Cura facit canos (Latin) / Les soucis font blanchir les cheveux de bonne heure,Care killed the cat,Cura facit canos (Latin),Les soucis font blanchir les cheveux de bonne heure,,,Care killed the cat,ok,(Latin),parenthetical_language,Latin,1,unive3-d2a-310,,"G7d,D4b",,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
149780,D2a-21,D,D2,D2a,21,"Rost frisst Eisen, Sorge den Weisen / Rdza trawi zelano, troska cz#lowieka (Polish)","Rost frisst Eisen, Sorge den Weisen","Rdza trawi zelano, troska cz#lowieka (Polish)",,,,"Rost frisst Eisen, Sorge den Weisen",ok,(Polish),parenthetical_language,Polish,1,unive3-d2a-311,,"H7k,H7c",H7c 11,"F,E,I,P",1,1,0,1,0,0,0,0,1,0,0,0
149782,D2a-23,D,D2,D2a,23,Sorrow will pay no debt / Hundert Phund Sorge bezahlt kein Lot Schulden / La mélancolie ne paie pas de dettes,Sorrow will pay no debt,Hundert Phund Sorge bezahlt kein Lot Schulden,La mélancolie ne paie pas de dettes,,,Sorrow will pay no debt,ok,,,,0,unive3-d2a-312,,"M6c,T3c,E1j",,"Ew,Es",0,0,0,0,0,0,1,1,0,0,0,0
149784,D2a-25,D,D2,D2a,25,Crying will not mend matters / Mit Tränen stillt man keine Not / Lágrimas no quitan penas,Crying will not mend matters,Mit Tränen stillt man keine Not,Lágrimas no quitan penas,,,Crying will not mend matters,ok,,,,0,unive3-d2a-313,,"M6c,E1j,D2d",,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
149798,D2b-10b,D,D2,D2b,10b,"War, hunting and love, for one pleasure bring a thousand pains / De chiens, d'oiseaux, d'armes, d'amours, pour un plaisir mille douleurs / Guerra, caza y amores, por un placer mil dolores","War, hunting and love, for one pleasure bring a thousand pains","De chiens, d'oiseaux, d'armes, d'amours, pour un plaisir mille douleurs","Guerra, caza y amores, por un placer mil dolores",,,"War, hunting and love, for one pleasure bring a thousand pains",ok,,,,0,unive3-d2b-314,,E1l,,"E,O",1,0,1,0,0,0,0,0,0,0,0,0
149800,D2b-11b,D,D2,D2b,11b,"One day of pleasure is worth two of sorrow/Eine selige Stunde wiegt ein Jahr Schmerzen auf/Qui a une heure de bien, il n'est pas toujours malheureux/Una hora de contento paga cien años de tormento",One day of pleasure is worth two of sorrow,Eine selige Stunde wiegt ein Jahr Schmerzen auf,"Qui a une heure de bien, il n'est pas toujours malheureux",Una hora de contento paga cien años de tormento,,One day of pleasure is worth two of sorrow,ok,,,,0,unive3-d2b-315,,,,"E,O",1,0,1,0,0,0,0,0,0,0,0,0
149801,D2b-12,D,D2,D2b,12,"After joy comes sorrow / Af Lachen folgt weinen / Ingen glädje utan sorg / Aujourd'hui en fleurs, demain en pleurs",After joy comes sorrow,Af Lachen folgt weinen,Ingen glädje utan sorg,"Aujourd'hui en fleurs, demain en pleurs",,After joy comes sorrow,ok,,,,0,unive3-d2b-316,,"E1j,B2c,C2e,D1a,D1b,D1j,D2c,D5e,E1i,T3c",,G,0,0,0,0,0,1,0,0,0,0,0,0
149803,D2b-14,D,D2,D2b,14,"He that laughs in the morning weeps at night / Den Vogel, der zu früh singt, frisst die Katze / Risus profundior, lacrimas parit (Latin)",He that laughs in the morning weeps at night,"Den Vogel, der zu früh singt, frisst die Katze","Risus profundior, lacrimas parit (Latin)",,,He that laughs in the morning weeps at night,ok,(Latin),parenthetical_language,Latin,1,unive3-d2b-317,,"E1j,D1b,B2c,B2g",,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
149815,D2c-13,D,D2,D2c,13,A fool is ever laughing / Am Lachen erkennt man den Toren / Per risum multum debes cognoscere stultum (Latin),A fool is ever laughing,Am Lachen erkennt man den Toren,Per risum multum debes cognoscere stultum (Latin),,,A fool is ever laughing,ok,(Latin),parenthetical_language,Latin,1,unive3-d2c-318,,"J1c,C5b,M3f",,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
149821,D2c-18,D,D2,D2c,18,"It is hard to lift a full cup without spilling / Wenn dem Esel zu wohl ist, geht er aufs Eis tanzen",It is hard to lift a full cup without spilling,"Wenn dem Esel zu wohl ist, geht er aufs Eis tanzen",,,,It is hard to lift a full cup without spilling,ok,,,,0,unive3-d2c-319,,"E1j,M3f,H7c,B2c",,"Ew,A",0,0,0,0,1,0,1,0,0,0,0,0
149822,D2c-19,D,D2,D2c,19,"Long jesting was never good / Better lose a jest than a friend / Spassen, aber nicht über die Massen",Long jesting was never good,Better lose a jest than a friend,"Spassen, aber nicht über die Massen",,,Long jesting was never good,ok,,,,0,unive3-d2c-320,,"T3c,D5e,D3i,E1j,G7b",,G,0,0,0,0,0,1,0,0,0,0,0,0
149828,D2d-10,D,D2,D2d,10,I gran dolori sono muti,I gran dolori sono muti,,,,,I gran dolori sono muti,ok,,,,0,unive3-d2d-321,,J1d,,E,1,0,0,0,0,0,0,0,0,0,0,0
149829,D2d-11,D,D2,D2d,11,He who conceals his grief dies of it trl. Maltese,He who conceals his grief dies of it trl. Maltese,,,,,He who conceals his grief dies of it,ok,trl. Maltese,translation_marker,Maltese,1,unive3-d2d-322,-o,"J1d,G7d,J1k",,"E,A,I",1,0,0,1,1,0,0,0,0,0,0,0
149833,D2d-13b,D,D2,D2d,13b,To weep is to make less the depth of grief / Weinen ist eine Erleichterung / Habet lacrimas magna voluptas (Latin),To weep is to make less the depth of grief,Weinen ist eine Erleichterung,Habet lacrimas magna voluptas (Latin),,,To weep is to make less the depth of grief,ok,(Latin),parenthetical_language,Latin,1,unive3-d2d-323,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
149838,D3a-11,D,D3,D3a,11,"Need makes the naked man run / Der Hunger lehrt geigen / Besoin fait vieille trotter, et l'endormi réveiller / Il bisogno fa trottar la vecchia",Need makes the naked man run,Der Hunger lehrt geigen,"Besoin fait vieille trotter, et l'endormi réveiller",Il bisogno fa trottar la vecchia,,Need makes the naked man run,ok,,,,0,unive3-d3a-324,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
149843,D3a-16,D,D3,D3a,16,Hunger drives the wolf out of the woods / Der Hunger treibt den Wolf ins Dorf / Fames pellit lupum e silvis (Latin) / El hambre echa al lobo del monte,Hunger drives the wolf out of the woods,Der Hunger treibt den Wolf ins Dorf,Fames pellit lupum e silvis (Latin),El hambre echa al lobo del monte,,Hunger drives the wolf out of the woods,ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-325,,,,G,0,0,0,0,0,1,0,0,0,0,0,0
149848,D3a-18b,D,D3,D3a,18b,A baited cat may grow as fierce as a lion,A baited cat may grow as fierce as a lion,,,,,A baited cat may grow as fierce as a lion,ok,,,,0,unive3-d3a-326,-a,,,"Ew,I,O,P",0,0,1,1,0,0,1,0,1,0,0,0
149852,D3a-19,D,D3,D3a,19,"A hungry man, an angry man","A hungry man, an angry man",,,,,"A hungry man, an angry man",ok,,,,0,unive3-d3a-327,-a,,,"F,Ew,I,O",0,1,1,1,0,0,1,0,0,0,0,0
149854,D3a-20,D,D3,D3a,20,"Play, women and wine undo men laughing","Play, women and wine undo men laughing",,,,,"Play, women and wine undo men laughing",ok,,,,0,unive3-d3a-328,-a,G5g,,"F,Ew,Es,I,O",0,1,1,1,0,0,1,1,0,0,0,0
149855,D3a-21,D,D3,D3a,21,"The empty leech sucks sore / Hungrige Fliegen stechen scharf / Macilenti pediculi acrius mordent (Latin) / Mosche e pulci magre, son le più affamate",The empty leech sucks sore,Hungrige Fliegen stechen scharf,Macilenti pediculi acrius mordent (Latin),"Mosche e pulci magre, son le più affamate",,The empty leech sucks sore,ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-329,,,,"F,Ew",0,1,0,0,0,0,1,0,0,0,0,0
149856,D3a-22,D,D3,D3a,22,"Poverty is the mother of crime / Aus Armut stiehlt man, aus Not lügt man / Paupertas meretrix (Latin) / La pobreza es madre de picardía",Poverty is the mother of crime,"Aus Armut stiehlt man, aus Not lügt man",Paupertas meretrix (Latin),La pobreza es madre de picardía,,Poverty is the mother of crime,ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-330,,,,"F,E,A,O",1,1,1,0,1,0,0,0,0,0,0,0
149860,D3a-23,D,D3,D3a,23,Need knows no law / Not hat kein Gebot / Necessitas caret legibus (Latin) / Necessità non conosce legge,Need knows no law,Not hat kein Gebot,Necessitas caret legibus (Latin),Necessità non conosce legge,,Need knows no law,ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-331,,L1c,,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
149862,D3a-24,D,D3,D3a,24,Necessity is the mother of invention / Poverty is the mother of all the arts / Armut ist aller Künste Meister / Artis magistra necessitas (Latin),Necessity is the mother of invention,Poverty is the mother of all the arts,Armut ist aller Künste Meister,Artis magistra necessitas (Latin),,Necessity is the mother of invention,ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-332,,,,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
149866,D3a-26,D,D3,D3a,26,Hunger is the teacher of all arts / Hunger ist der Künste meister / Artificia docuit fames (Latin),Hunger is the teacher of all arts,Hunger ist der Künste meister,Artificia docuit fames (Latin),,,Hunger is the teacher of all arts,ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-333,,M9a,,"F,E,A",1,1,0,0,1,0,0,0,0,0,0,0
149868,D3a-27,D,D3,D3a,27,"When it thunders, the thief becomes honest / Ist der Teufel krank, so will er ein Mönch werden / Vitium impotens virtus vocatur (Latin) / Después de viejo el diablo se hizo fraile","When it thunders, the thief becomes honest","Ist der Teufel krank, so will er ein Mönch werden",Vitium impotens virtus vocatur (Latin),Después de viejo el diablo se hizo fraile,,"When it thunders, the thief becomes honest",ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-334,,B1e,,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
149869,D3a-28,D,D3,D3a,28,Hunger breaks stonewalls / Necessity breaks iron / Not bricht Eisen /Necessitas ferrum frangit (Latin),Hunger breaks stonewalls,Necessity breaks iron,Not bricht Eisen,Necessitas ferrum frangit (Latin),,Hunger breaks stonewalls,ok,(Latin),parenthetical_language,Latin,1,unive3-d3a-335,,,,"Ew,Ee",0,0,0,0,0,0,1,0,0,1,0,0
149872,D3a-30,D,D3,D3a,30,When times are hard even the male will cub,When times are hard even the male will cub,,,,,When times are hard even the male will cub,ok,,,,0,unive3-d3a-336,-a,,,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
149878,D3b-10,D,D3,D3b,10,Love will find out the way /Alla forza d'amore soggiace ogni valore,Love will find out the way,Alla forza d'amore soggiace ogni valore,,,,Love will find out the way,ok,,,,0,unive3-d3b-337,,,,"F,Ew,Es,A",0,1,0,0,1,0,1,1,0,0,0,0
149881,D3b-12,D,D3,D3b,12,Baghdad is not remote to a lover,Baghdad is not remote to a lover,,,,,Baghdad is not remote to a lover,ok,,,,0,unive3-d3b-338,-i,,H3b 27,"F,Ew,Ee,A,O",0,1,1,0,1,0,1,0,0,1,0,0
149886,D3b-15,D,D3,D3b,15,A fair face is half a portion / Ein schön' Gesicht ist halbe Mitgift / A good face is a letter of recommendation,A fair face is half a portion,Ein schön' Gesicht ist halbe Mitgift,A good face is a letter of recommendation,,,A fair face is half a portion,ok,,,,0,unive3-d3b-339,,,,"F,Ew,Es,I",0,1,0,1,0,0,1,1,0,0,0,0
149890,D3b-17,D,D3,D3b,17,Beauty opens all doors,Beauty opens all doors,,,,,Beauty opens all doors,ok,,,,0,unive3-d3b-340,G,"C6a,K2c",,G,0,0,0,0,0,1,0,0,0,0,0,0
149898,D3b-20,D,D3,D3b,20,Where there is butter there are flies,Where there is butter there are flies,,,,,Where there is butter there are flies,ok,,,,0,unive3-d3b-341,G,,,G,0,0,0,0,0,1,0,0,0,0,0,0
149900,D3b-21,D,D3,D3b,21,"No larder but hath its mice / Wo Speise, da Mäuse / Ubi mures, ibi fures (Latin) /",No larder but hath its mice,"Wo Speise, da Mäuse","Ubi mures, ibi fures (Latin)",,,No larder but hath its mice,ok,(Latin),parenthetical_language,Latin,1,unive3-d3b-342,,,,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
149903,D3b-24,D,D3,D3b,24,"Where one feels pain, there will he keep his hand / Die Zunge geht dahin, wo der Zahn schmerzt / Ubi dolor, ibi manus (Latin) / Allá va lengua, do duele la muela","Where one feels pain, there will he keep his hand","Die Zunge geht dahin, wo der Zahn schmerzt","Ubi dolor, ibi manus (Latin)","Allá va lengua, do duele la muela",,"Where one feels pain, there will he keep his hand",ok,(Latin),parenthetical_language,Latin,1,unive3-d3b-343,,,,"F,E,A,O",1,1,1,0,1,0,0,0,0,0,0,0
149912,D3b-32b,D,D3,D3b,32b,Give a sprat to catch a herring / Butta una fardola per pigliar un luccio,Give a sprat to catch a herring,Butta una fardola per pigliar un luccio,,,,Give a sprat to catch a herring,ok,,,,0,unive3-d3b-344,,C2b,L2a 26,A,0,0,0,0,1,0,0,0,0,0,0,0
149923,D3b-41,D,D3,D3b,41,"Where the carcass is, the ravens will gather / Wo ein Aas ist, da sammeln sich die Geier / Ubi cadaver, ibi aquila (Latin) / Donde hay carroña, hay cuervos","Where the carcass is, the ravens will gather","Wo ein Aas ist, da sammeln sich die Geier","Ubi cadaver, ibi aquila (Latin)","Donde hay carroña, hay cuervos",,"Where the carcass is, the ravens will gather",ok,(Latin),parenthetical_language,Latin,1,unive3-d3b-345,,"J1g,C1d",,G,0,0,0,0,0,1,0,0,0,0,0,0
149931,D3c-10,D,D3,D3c,10,"Love is stronger than death /Love conquereth all / Liebe überwindet alles / Omnia vincit amor, et nos cedamus amori (Latin) / Amour vainc tout / Tutto vince amor",Love is stronger than death,Love conquereth all,Liebe überwindet alles,"Omnia vincit amor, et nos cedamus amori (Latin)",Amour vainc tout / Tutto vince amor,Love is stronger than death,many_variants,(Latin),parenthetical_language,Latin,1,unive3-d3c-346,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
149933,D3c-12,D,D3,D3c,12,Perfect love casts out fear / Die völlige Liebe treibt die Furcht aus / La compiuta carità caccia fuori la paura,Perfect love casts out fear,Die völlige Liebe treibt die Furcht aus,La compiuta carità caccia fuori la paura,,,Perfect love casts out fear,ok,,,,0,unive3-d3c-347,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
149934,D3c-13,D,D3,D3c,13,All is fair in love and war / In amore e in guerra tutto è lecito,All is fair in love and war,In amore e in guerra tutto è lecito,,,,All is fair in love and war,ok,,,,0,unive3-d3c-348,,,,"Ew,Es,O",0,0,1,0,0,0,1,1,0,0,0,0
149939,D3c-17,D,D3,D3c,17,"Love and a cough (smoke, an itch) cannot be hid","Love and a cough (smoke, an itch) cannot be hid",,,,,"Love and a cough (smoke, an itch) cannot be hid",uncertain_language_metadata,,,,0,unive3-d3c-349,-a,"F2c,J1d,K2j",,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
149940,D3c-20,D,D3,D3c,20,Love is blind / Fancy passes beauty / Liebe macht blind / Nemo in amore videt (Latin) / L'amore è cieco,Love is blind,Fancy passes beauty,Liebe macht blind,Nemo in amore videt (Latin),L'amore è cieco,Love is blind,many_variants,(Latin),parenthetical_language,Latin,1,unive3-d3c-350,,,B2c 20,G,0,0,0,0,0,1,0,0,0,0,0,0
149941,D3c-21,D,D3,D3c,21,Beauty is in the eye of the beholder / Beauty lies in lovers' eyes / Handsome is that handsome does / Liebes geht über Schönes / Tout ce quon aime paraît beau,Beauty is in the eye of the beholder,Beauty lies in lovers' eyes,Handsome is that handsome does,Liebes geht über Schönes,Tout ce quon aime paraît beau,Beauty is in the eye of the beholder,many_variants,,,,0,unive3-d3c-351,,"E1k,L2d",,G,0,0,0,0,0,1,0,0,0,0,0,0
149944,D3c-24,D,D3,D3c,24,Love makes all equal / Gleichheit ist der Liebe Band / L'amour égalise toutes les conditions / Amor tutti eguagia,Love makes all equal,Gleichheit ist der Liebe Band,L'amour égalise toutes les conditions,Amor tutti eguagia,,Love makes all equal,ok,,,,0,unive3-d3c-352,,,,"Ew,Es,A",0,0,0,0,1,0,1,1,0,0,0,0
149946,D3c-24c,D,D3,D3c,24c,Love lives in cottages as well as in courts / Raum ist in der kleinsten Hütte für ein sich liebend' Paar,Love lives in cottages as well as in courts,Raum ist in der kleinsten Hütte für ein sich liebend' Paar,,,,Love lives in cottages as well as in courts,ok,,,,0,unive3-d3c-353,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
149948,D3c-25,D,D3,D3c,25,"Knowledge and love, altogether cotton not / In der Liebe ist Narrheit Weisheit / Amantes, amentes (Latin) / Afición ciega razón","Knowledge and love, altogether cotton not",In der Liebe ist Narrheit Weisheit,"Amantes, amentes (Latin)",Afición ciega razón,,"Knowledge and love, altogether cotton not",ok,(Latin),parenthetical_language,Latin,1,unive3-d3c-354,,,,"Ew,Es,A,I",0,0,0,1,1,0,1,1,0,0,0,0
149950,D3c-26,D,D3,D3c,26,Love's malady without a cure / L'amour est la seule maladie dont on n'aime pas à guérir / Ei mihi quod nullis amor est sanabilis herbis (Latin),Love's malady without a cure,L'amour est la seule maladie dont on n'aime pas à guérir,Ei mihi quod nullis amor est sanabilis herbis (Latin),,,Love's malady without a cure,ok,(Latin),parenthetical_language,Latin,1,unive3-d3c-355,,,,"E,O",1,0,1,0,0,0,0,0,0,0,0,0
149954,D3d-12,D,D3,D3d,12,A cat dreams of mice,A cat dreams of mice,,,,,A cat dreams of mice,ok,,,,0,unive3-d3d-356,-a,C1c,,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
149955,D3d-13,D,D3,D3d,13,"Who goes to bed supperless, all night tumbles and tosses / Wer ohne Essen zu Bett geht, der wird leicht am Schlaf verhindert /Semper vacuos nox sobria torquet (Latin)","Who goes to bed supperless, all night tumbles and tosses","Wer ohne Essen zu Bett geht, der wird leicht am Schlaf verhindert",Semper vacuos nox sobria torquet (Latin),,,"Who goes to bed supperless, all night tumbles and tosses",ok,(Latin),parenthetical_language,Latin,1,unive3-d3d-357,,,,"F,Ew,Eb,I",0,1,0,1,0,0,1,0,0,0,0,1
149960,D3d-18,D,D3,D3d,18,The ass dreams of thistles / He who has lost his oxwn is always hearing bells / Der Hungrige denkt nur ans Essen / Un affamato non pensa she al pane,The ass dreams of thistles,He who has lost his oxwn is always hearing bells,Der Hungrige denkt nur ans Essen,Un affamato non pensa she al pane,,The ass dreams of thistles,ok,,,,0,unive3-d3d-358,,,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
149964,D3d-21,D,D3,D3d,21,A watched kettle never boils / Beim Wartem wird die Zeit Lang / Pentola guardiata non bolle mai,A watched kettle never boils,Beim Wartem wird die Zeit Lang,Pentola guardiata non bolle mai,,,A watched kettle never boils,ok,,,,0,unive3-d3d-359,,,,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
149967,D3d-23,D,D3,D3d,23,To the place where the heart loves the feet will carry you,To the place where the heart loves the feet will carry you,,,,,To the place where the heart loves the feet will carry you,ok,,,,0,unive3-d3d-360,-o,,,"F,E,A,I",1,1,0,1,1,0,0,0,0,0,0,0
149969,D3e-10,D,D3,D3e,10,A good hunger is the best sauce / A good appetite needs no sauce / Cibi condimentum esse fames (Latin) /L'appétit est le meilleur assaisonnement /Appetito non vuol salsa,A good hunger is the best sauce,A good appetite needs no sauce,Cibi condimentum esse fames (Latin),L'appétit est le meilleur assaisonnement,Appetito non vuol salsa,A good hunger is the best sauce,many_variants,(Latin),parenthetical_language,Latin,1,unive3-d3e-361,,,,"F,E,A,I",1,1,0,1,1,0,0,0,0,0,0,0
149971,D3e-12,D,D3,D3e,12,"Hunger makes hard beans sweet / Der Hunger macht die Speisen süss / À la faim, tout est pain",Hunger makes hard beans sweet,Der Hunger macht die Speisen süss,"À la faim, tout est pain",,,Hunger makes hard beans sweet,ok,,,,0,unive3-d3e-362,,K2i,,G,0,0,0,0,0,1,0,0,0,0,0,0
149974,D3e-14,D,D3,D3e,14,"Better some of the pudding than none of a pie / Any port in a storm / In der Not frisst der Teufel Fliegen / Faute de grives, on mange des merles",Better some of the pudding than none of a pie,Any port in a storm,In der Not frisst der Teufel Fliegen,"Faute de grives, on mange des merles",,Better some of the pudding than none of a pie,ok,,,,0,unive3-d3e-363,,E1e,,G,0,0,0,0,0,1,0,0,0,0,0,0
149975,D3e-15,D,D3,D3e,15,"When hungry, any food is fit for a while","When hungry, any food is fit for a while",,,,,"When hungry, any food is fit for a while",ok,,,,0,unive3-d3e-364,G,E1e,,"F,Ew,Ee,O",0,1,1,0,0,0,1,0,0,1,0,0
149978,D3e-17,D,D3,D3e,17,"If you have not a capon, feed on onion / Man muss sich mit Brot behelfen, bis man Fleisch bekommt / Insectantes minora, ubi maiora non suppetunt (Latin)","If you have not a capon, feed on onion","Man muss sich mit Brot behelfen, bis man Fleisch bekommt","Insectantes minora, ubi maiora non suppetunt (Latin)",,,"If you have not a capon, feed on onion",ok,(Latin),parenthetical_language,Latin,1,unive3-d3e-365,,E1e,,E,1,0,0,0,0,0,0,0,0,0,0,0
149982,D3e-20b,D,D3,D3e,20b,Villano affamato è mezzo arrabbiato,Villano affamato è mezzo arrabbiato,,,,,Villano affamato è mezzo arrabbiato,ok,,,,0,unive3-d3e-366,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
149983,D3e-21,D,D3,D3e,21,"When the mouse has had enough, the meal is bitter / To a full belly all meat is bad / Wenn das Maus satt ist, schmect das Mehl bitter / Satietas parit nauseam (Latin)","When the mouse has had enough, the meal is bitter",To a full belly all meat is bad,"Wenn das Maus satt ist, schmect das Mehl bitter",Satietas parit nauseam (Latin),,"When the mouse has had enough, the meal is bitter",ok,(Latin),parenthetical_language,Latin,1,unive3-d3e-367,,K2j,M3d 26,"F,E,A,O",1,1,1,0,1,0,0,0,0,0,0,0
149989,D3e-27,D,D3,D3e,27,"Fat bellies make empty skulls / A fat belly, a lean brain / ein voller Bauch erzeugt keinen witzigen Gedanken / ebrius atque satur stomachus male philosophitum (Latin)",Fat bellies make empty skulls,"A fat belly, a lean brain",ein voller Bauch erzeugt keinen witzigen Gedanken,ebrius atque satur stomachus male philosophitum (Latin),,Fat bellies make empty skulls,ok,(Latin),parenthetical_language,Latin,1,unive3-d3e-368,,,,"E,O",1,0,1,0,0,0,0,0,0,0,0,0
149997,D3f-14,D,D3,D3f,14,The bear that is hungry never dances,The bear that is hungry never dances,,,,,The bear that is hungry never dances,ok,,,,0,unive3-d3f-369,G,,,"F,Ew,A",0,1,0,0,1,0,1,0,0,0,0,0
