ref_idx,source_type,text,theme,main_class,subgroup_code,kuusi_id
1062,example,"Amantes, amentes (Latin)",D,D3,D3c,D3c-25
1063,example,Afición ciega razón,D,D3,D3c,D3c-25
1064,example,Love's malady without a cure,D,D3,D3c,D3c-26
1065,example,L'amour est la seule maladie dont on n'aime pas à guérir,D,D3,D3c,D3c-26
1066,example,Ei mihi quod nullis amor est sanabilis herbis (Latin),D,D3,D3c,D3c-26
1067,example,A cat dreams of mice,D,D3,D3d,D3d-12
1068,example,"Who goes to bed supperless, all night tumbles and tosses",D,D3,D3d,D3d-13
1069,example,"Wer ohne Essen zu Bett geht, der wird leicht am Schlaf verhindert",D,D3,D3d,D3d-13
1070,example,Semper vacuos nox sobria torquet (Latin),D,D3,D3d,D3d-13
1071,example,The ass dreams of thistles,D,D3,D3d,D3d-18
1072,example,He who has lost his oxwn is always hearing bells,D,D3,D3d,D3d-18
1073,example,Der Hungrige denkt nur ans Essen,D,D3,D3d,D3d-18
1074,example,Un affamato non pensa she al pane,D,D3,D3d,D3d-18
1075,example,A watched kettle never boils,D,D3,D3d,D3d-21
1076,example,Beim Wartem wird die Zeit Lang,D,D3,D3d,D3d-21
1077,example,Pentola guardiata non bolle mai,D,D3,D3d,D3d-21
1078,example,To the place where the heart loves the feet will carry you,D,D3,D3d,D3d-23
1079,example,A good hunger is the best sauce,D,D3,D3e,D3e-10
1080,example,A good appetite needs no sauce,D,D3,D3e,D3e-10
1081,example,Cibi condimentum esse fames (Latin),D,D3,D3e,D3e-10
1082,example,L'appétit est le meilleur assaisonnement,D,D3,D3e,D3e-10
1083,example,Appetito non vuol salsa,D,D3,D3e,D3e-10
1084,example,Hunger makes hard beans sweet,D,D3,D3e,D3e-12
1085,example,Der Hunger macht die Speisen süss,D,D3,D3e,D3e-12
1086,example,"À la faim, tout est pain",D,D3,D3e,D3e-12
1087,example,Better some of the pudding than none of a pie,D,D3,D3e,D3e-14
1088,example,Any port in a storm,D,D3,D3e,D3e-14
1089,example,In der Not frisst der Teufel Fliegen,D,D3,D3e,D3e-14
1090,example,"Faute de grives, on mange des merles",D,D3,D3e,D3e-14
1091,example,"When hungry, any food is fit for a while",D,D3,D3e,D3e-15
1092,example,"If you have not a capon, feed on onion",D,D3,D3e,D3e-17
1093,example,"Man muss sich mit Brot behelfen, bis man Fleisch bekommt",D,D3,D3e,D3e-17
1094,example,"Insectantes minora, ubi maiora non suppetunt (Latin)",D,D3,D3e,D3e-17
1095,example,Villano affamato è mezzo arrabbiato,D,D3,D3e,D3e-20b
1096,example,"When the mouse has had enough, the meal is bitter",D,D3,D3e,D3e-21
1097,example,To a full belly all meat is bad,D,D3,D3e,D3e-21
1098,example,"Wenn das Maus satt ist, schmect das Mehl bitter",D,D3,D3e,D3e-21
1099,example,Satietas parit nauseam (Latin),D,D3,D3e,D3e-21
1100,example,Fat bellies make empty skulls,D,D3,D3e,D3e-27
1101,example,"A fat belly, a lean brain",D,D3,D3e,D3e-27
1102,example,ein voller Bauch erzeugt keinen witzigen Gedanken,D,D3,D3e,D3e-27
1103,example,ebrius atque satur stomachus male philosophitum (Latin),D,D3,D3e,D3e-27
1104,example,The bear that is hungry never dances,D,D3,D3f,D3f-14
1105,example,Content is more than a kingdom,D,D3,D3f,D3f-20
1106,example,Contentment is the greatest wealth,D,D3,D3f,D3f-20
1107,example,Der Zufriedene nur ist glücklich,D,D3,D3f,D3f-20
1108,example,Chi si contenta gode,D,D3,D3f,D3f-20
1109,example,"Long absent, soon forgotten",D,D3,D3g,D3g-10
1110,example,L'absence est l'ennemie de l'amour,D,D3,D3g,D3g-10
1111,example,"Out of sight, out of mind",D,D3,D3g,D3g-10
1112,example,"Liebe ohne Gesicht, gar leicht zerbricht",D,D3,D3g,D3g-10
1113,example,"Procul ex oculis, procul ex mente (Latin)",D,D3,D3g,D3g-10
1114,example,Loving comes by looking,D,D3,D3g,D3g-13
1115,example,die Augen sind der Liebe Boten,D,D3,D3g,D3g-13
1116,example,Quod video id credo mihi(Latin),D,D3,D3g,D3g-13
1117,example,L'amour naît du regard,D,D3,D3g,D3g-13
1118,example,El amor entra por los ojos / L'occhio attira l'amore / Oko w milosci wodzem (Polish),D,D3,D3g,D3g-13
1119,example,Better fill a glutton's belly than his eye,D,D3,D3g,D3g-17
1120,example,Covetousness is the root of all evil,D,D3,D3g,D3g-18
1121,example,Geiz ist aller Laster Mutter,D,D3,D3g,D3g-18
1122,example,L'avarice est la mère de tous les maux,D,D3,D3g,D3g-18
1123,example,You give the wolf the wether to keep,D,D3,D3g,D3g-23
1124,example,Don't set the wolf to keep the sheep,D,D3,D3g,D3g-24
1125,example,Send not a cat for lard,D,D3,D3g,D3g-24
1126,example,Dem Wolf die Schafe befehlen,D,D3,D3g,D3g-24
1127,example,Lupum ovem commisisti (Latin),D,D3,D3g,D3g-24
1128,example,What's got over the devil's back is bent under his belly,D,D3,D3g,D3g-29
1129,example,"A dog will not cry, if you beat him with a bone",D,D3,D3g,D3g-30
1130,example,Den Krebs straft man nicht mit Ersäufen,D,D3,D3g,D3g-30
1131,example,"While the hound gnaws bone, companions will be none",D,D3,D3g,D3g-32
1132,example,"wenn der Hund am Bein nagt, so kennt er keinen Freund",D,D3,D3g,D3g-32
1133,example,"Dum canis os rodit, sociari pluribus odit (Latin)",D,D3,D3g,D3g-32
1134,example,No man is content with his lot,D,D3,D3g,D3g-33c
1135,example,Niemand ist mit seinem Schicksal zufrieden,D,D3,D3g,D3g-33c
1136,example,Nemo sua sorte contentus (Latin),D,D3,D3g,D3g-33c
1137,example,Nadie está contento con su suerte,D,D3,D3g,D3g-33c
1138,example,Better fill a glutton's belly than his eye,D,D3,D3h,D3h-10
1139,example,One's eyes are bigger than one's belly,D,D3,D3h,D3h-10
1140,example,Die Augen sind grösser als der Magen,D,D3,D3h,D3h-10
1141,example,Avoir les yeux grands que le ventre,D,D3,D3h,D3h-10
1142,example,They are greedy dogs which can never have enough,D,D3,D3h,D3h-11
1143,example,Geiz ist bodenlos,D,D3,D3h,D3h-11
1144,example,Orco sive mari mens aequiparatur avari (Latin),D,D3,D3h,D3h-11
1145,example,A beggar's purse is bottomless,D,D3,D3h,D3h-13
1146,example,Bettelsack ist bodenlos,D,D3,D3h,D3h-13
1147,example,Mendicorum loculi semper inanes (Latin),D,D3,D3h,D3h-13
1148,example,Much would have more,D,D3,D3h,D3h-15
1149,example,"All covet, alla lose",D,D3,D3h,D3h-23
1150,example,"Wer zuviel erhofft, fängt nichts",D,D3,D3h,D3h-23
1151,example,"Nusquam est, qui ubique est (Latin)",D,D3,D3h,D3h-23
1152,example,den Geizhals und ein fettes Schwein sieht man im Tod erst nützlich sein,D,D3,D3h,D3h-23
1153,example,"All covet, all lose",D,D3,D3h,D3h-25
1154,example,No pride like that of an enriched beggar,D,D3,D3h,D3h-27
1155,example,"Gut macht Übermut, Übermut tut selten gut",D,D3,D3h,D3h-27
1156,example,"Ubi uber, ibi tuber (Latin)",D,D3,D3h,D3h-27
1157,example,A curst dog must be tied short,D,D3,D3h,D3h-30
1158,example,Böse Hunde muss man kurz anbinden,D,D3,D3h,D3h-30
1159,example,"Ubi canis mordax, ibi baculus sit (Latin)",D,D3,D3h,D3h-30
1160,example,"A cattivo cane, corto legame",D,D3,D3h,D3h-30
1161,example,Moderation in all things,D,D3,D3i,D3i-11
1162,example,"The best physicians are Dr Diet, Dr Quiet and Dr Merryman",D,D3,D3i,D3i-11
1163,example,Alles mit Mass,D,D3,D3i,D3i-11
1164,example,"Vita quieta, mente lieta, moderata dieta",D,D3,D3i,D3i-11
1165,example,De mensa sobrius esto (Latin),D,D3,D3i,D3i-11
1166,example,Extremes are dangerous,D,D3,D3i,D3i-17
1167,example,omne nimium non bonum (Latin),D,D3,D3i,D3i-17
1168,example,Greediness bursts the bag,D,D3,D3i,D3i-18
1169,example,Geiz zerreisst den Sack,D,D3,D3i,D3i-18
1170,example,Aviditas malum facit (Latin),D,D3,D3i,D3i-18
1171,example,More die by food than famine,D,D3,D3i,D3i-20
1172,example,Multo plures satietas quam fames perdidit viros,D,D3,D3i,D3i-20
1173,example,De hambre nadie vi morir de mucho comer a cien mil,D,D3,D3i,D3i-20
1174,example,Too much honey cloys the stomach,D,D3,D3i,D3i-21
1175,example,Zu viel Honig ist bitter,D,D3,D3i,D3i-21
1176,example,Habet et mel satiatem,D,D3,D3i,D3i-21
1177,example,To bite off more than one can chew,D,D3,D3i,D3i-24
1178,example,Let not your tongue cut your throat,D,D3,D3i,D3i-26
1179,example,"Live not to eat, but eat to live",D,D3,D3i,D3i-28
1180,example,"Wir leben nicht, um zu essen; wir essen, um zu leben",D,D3,D3i,D3i-28
1181,example,"Si deve mangiar per vivere, non vivere per mangiare",D,D3,D3i,D3i-28
1182,example,He is rich who is satisfied,D,D3,D3j,D3j-10
1183,example,A fat kitchen is near to poverty,D,D3,D3j,D3j-12
1184,example,"Fette Küche, nahe Armut",D,D3,D3j,D3j-12
1185,example,A good dinner is worth more than a fine coat,D,D4,D4a,D4a-14
1186,example,"Erst der Magen, dann der Kragen",D,D4,D4a,D4a-14
1187,example,It's by the mouth of the cow that the milk comes,D,D4,D4a,D4a-27
1188,example,Die Kühe melkt man durch den Hals,D,D4,D4a,D4a-27
1189,example,Le galline fanno l'uova dal becco,D,D4,D4a,D4a-27
1190,example,It is hard for an empty bag to stand upright,D,D4,D4a,D4a-28
1191,example,Sacco vuoto non sta ritto,D,D4,D4a,D4a-28
1192,example,The proof of the pudding is in the eating,D,D4,D4b,D4b-11
1193,example,A good wine needs no sign,D,D4,D4b,D4b-11
1194,example,À bon vin ne faut point d'enseigne,D,D4,D4b,D4b-11
1195,example,A white loaf and hard cheese never shames the master,D,D4,D4b,D4b-15
1196,example,"Luftig Brot, schwärer Käs",D,D4,D4b,D4b-15
1197,example,Pane alluminato e cacio cieco,D,D4,D4b,D4b-15
1198,example,The stomach is an eye easily blinded trl. Ovambo,D,D4,D4b,D4b-21
1199,example,Afr.,D,D4,D4b,D4b-21
1200,example,The stomach is an eye easily blinded,D,D4,D4b,D4b-21
1201,example,Appetite comes with eating,D,D4,D4b,D4b-23
1202,example,Der Appetit kommt beim Essen,D,D4,D4b,D4b-23
1203,example,L'appétit vient en mangeant,D,D4,D4b,D4b-23
1204,example,El apetito viene con la comida,D,D4,D4b,D4b-23
1205,example,Fair words butter no parsnips,D,D4,D4b,D4b-24
1206,example,An empty belly hears nobody,D,D4,D4b,D4b-24
1207,example,Ein hungriger Magen hat keine Ohren,D,D4,D4b,D4b-24
1208,example,Le ventre n'a point d'oreilles,D,D4,D4b,D4b-24
1209,example,"Back may trust, but belly won't",D,D4,D4b,D4b-25
1210,example,"Venter farcitus ludit, non veste pulitus (Latin)",D,D4,D4b,D4b-25
1211,example,A hut of reeds with mirth therein is better than a palace with grief therein trl. Chinese,D,D4,D4c,D4c-11
1212,example,A hut of reeds with mirth therein is better than a palace with grief therein,D,D4,D4c,D4c-11
1213,example,Butter verdirbt keine Kost,D,D4,D4c,D4c-17b
1214,example,Molto burro non guasta minestra,D,D4,D4c,D4c-17b
1215,example,Light supper makes long life,D,D4,D4d,D4d-19
1216,example,"Much meat, much malady",D,D4,D4d,D4d-19
1217,example,"Chi va a letto senza cena, tutta la notte si dimena",D,D4,D4d,D4d-19
1218,example,Wine is old men's milk,D,D5,D5a,D5a-15
1219,example,Guten Wein ist der alten Milch,D,D5,D5a,D5a-15
1220,example,Vinum lac senum (Latin) Bonum vinum laetificat cor hominis (Latin),D,D5,D5a,D5a-15
1221,example,Dijo Salomón que el buen vino alegra el corazón,D,D5,D5a,D5a-15
1222,example,"Ever drunk, ever dry",D,D5,D5b,D5b-10
1223,example,Dem Trinker kommt der Durst,D,D5,D5b,D5b-10
1224,example,"Qui a bu, boira",D,D5,D5b,D5b-10
1225,example,"When the drink goes in, the wit goes out",D,D5,D5c,D5c-12
1226,example,"Wo Wein geht ein, geht Witz aus",D,D5,D5c,D5c-12
1227,example,"Dum vinum entrat, exit sapientia (Latin)",D,D5,D5c,D5c-12
1228,example,"Do entra beber, sale saber",D,D5,D5c,D5c-12
1229,example,Drunkenness reveals what soberness conceals,D,D5,D5d,D5d-10
1230,example,Trunkener Mund spricht aus Herzens Grund,D,D5,D5d,D5d-10
1231,example,Le vin délie la langue,D,D5,D5d,D5d-10
1232,example,In wine is truth,D,D5,D5d,D5d-11
1233,example,Im Wein liegt Wahrheit,D,D5,D5d,D5d-11
1234,example,In vino veritas,D,D5,D5d,D5d-11
1235,example,La vérité est dans le vin,D,D5,D5d,D5d-11
1236,example,En el vino está la verdad,D,D5,D5d,D5d-11
1237,example,Wine has drowned more than the sea,D,D5,D5e,D5e-15
1238,example,Im Wein und Bier ertrinken mehr denn im Wasser,D,D5,D5e,D5e-15
1239,example,Plures crapula quam ensis (Latin),D,D5,D5e,D5e-15
1240,example,There is nothing blessed in every respect,E,E1,E1a,E1a-10
1241,example,Es gibt kein vollkommenes Glück,E,E1,E1a,E1a-10
1242,example,Nihil est ab omni parte beatum (Latin),E,E1,E1a,E1a-10
1243,example,Nobody is perfect,E,E1,E1a,E1a-13
1244,example,Every man has his hobby-horse,E,E1,E1a,E1a-13
1245,example,Jeder hat seinen Splitter,E,E1,E1a,E1a-13
1246,example,Niuno è savio d'ogni tempo,E,E1,E1a,E1a-13
1247,example,"The fox knows many tricks, but the hedgehog one great one",E,E1,E1a,E1a-14
1248,example,"Molto sa il ratto, ma più il gatto",E,E1,E1a,E1a-14
1249,example,Never is a long term,E,E1,E1a,E1a-15
1250,example,Man soll niemals 'nie' sagen,E,E1,E1a,E1a-15
1251,example,Jupiter laughs at the perjuries of lovers,E,E1,E1a,E1a-16
1252,example,Ein Eid von Freier ist nicht teuer,E,E1,E1a,E1a-16
1253,example,It happens in an hour that happens not in seven years,E,E1,E1a,E1a-16b
1254,example,"Ein Tag kann bringen, was ein Jahr nicht bringen mag",E,E1,E1a,E1a-16b
1255,example,"Accidit in puncto, quod non contingit in anno (Latin)",E,E1,E1a,E1a-16b
1256,example,The exception proves the rule,E,E1,E1a,E1a-18
1257,example,Ausnahmen bestätigen die Regel,E,E1,E1a,E1a-18
1258,example,Exceptio probat regulam (Latin),E,E1,E1a,E1a-18
1259,example,Chaque exception confirme la règle,E,E1,E1a,E1a-18
1260,example,L'eccezione conferma la regola,E,E1,E1a,E1a-18
1261,example,Comparisons are odious,E,E1,E1a,E1a-20
1262,example,No simile runs on all fours,E,E1,E1a,E1a-20
1263,example,Jeder Vergleich hinkt,E,E1,E1a,E1a-20
1264,example,Omne simile claudiat (Latin),E,E1,E1a,E1a-20
1265,example,Toute comparaison cloche / Toda comparación es coja,E,E1,E1a,E1a-20
1266,example,A fool may give a wise man counsel,E,E1,E1a,E1a-23
1267,example,"If the counsel is good, no matter who gave it",E,E1,E1a,E1a-23
1268,example,Interdum stultus bene loquitur (Latin),E,E1,E1a,E1a-23
1269,example,To err is human,E,E1,E1b,E1b-13
1270,example,Errors are always excepted,E,E1,E1b,E1b-13
1271,example,Irren ist menschlich,E,E1,E1b,E1b-13
1272,example,Erreur n'est pas crime,E,E1,E1b,E1b-13
1273,example,Errore non è frodo,E,E1,E1b,E1b-13
1274,example,"We are all Adam's children, but silk makes the difference",E,E1,E1b,E1b-15
1275,example,Every man has his faults,E,E1,E1b,E1b-15
1276,example,Die Menschen sind alle gleich,E,E1,E1b,E1b-15
1277,example,Iam vix sunt visi qui caruere nisi (Latin),E,E1,E1b,E1b-15
1278,example,No garden without its weed,E,E1,E1b,E1b-19
1279,example,Every path has a puddle,E,E1,E1b,E1b-19
1280,example,"Vor jedem Haus liegt ein Stein, ist er nicht gross, so ist er klein",E,E1,E1b,E1b-19
1281,example,A cada parte hay tres leguas de mal camino,E,E1,E1b,E1b-19
1282,example,Black sheep occur in every family,E,E1,E1b,E1b-22
1283,example,in jeder Herde findet sich ein schwarzes Schaf,E,E1,E1b,E1b-22
1284,example,le fruit pourri ne pourrit pas l'arbre,E,E1,E1b,E1b-22
1285,example,nunca falta una oveja negra en la majada,E,E1,E1b,E1b-22
1286,example,Every bean has its black,E,E1,E1b,E1b-23
1287,example,Every grain has its bran,E,E1,E1b,E1b-23
1288,example,Jeder Wein hat seine Hefe,E,E1,E1b,E1b-23
1289,example,Nemo sine crimine vivit (Latin),E,E1,E1b,E1b-23
1290,example,Ogni farina ha crusca,E,E1,E1b,E1b-23
1291,example,There's no fish without bones,E,E1,E1b,E1b-24
1292,example,Kein Fleisch ohne Knochen,E,E1,E1b,E1b-24
1293,example,Il n'y a pas de viande sans os,E,E1,E1b,E1b-24
1294,example,"The spirit is willing, but the flesh is weak",E,E1,E1b,E1b-29
1295,example,"Der Geist ist willig, aber das Fleisch ist schwach",E,E1,E1b,E1b-29
1296,example,"Spiritus promptus est, caro autem infirma (Latin)",E,E1,E1b,E1b-29
1297,example,Even Homer sometimes nods,E,E1,E1c,E1c-10
1298,example,Aliquando dormitat Homerus (Latin),E,E1,E1c,E1c-10
1299,example,The best cloth may have a moth in it,E,E1,E1c,E1c-12
1300,example,The best horse stumbles,E,E1,E1c,E1c-16
1301,example,A horse stumbles that has four legs,E,E1,E1c,E1c-16
1302,example,Das beste Pherd stolpert und hat vier Beine,E,E1,E1c,E1c-16
1303,example,Good swimmers at last are drowned,E,E1,E1c,E1c-20
1304,example,Die besten schwimmer ertrinken,E,E1,E1c,E1c-20
1305,example,"Optimi natatores submengutur meliores, sic et scansores collum fragunt meliores (Latin)",E,E1,E1c,E1c-20
1306,example,Not every ball hits,E,E1,E1c,E1c-23
1307,example,Nicht alle Kugeln treffen,E,E1,E1c,E1c-23
1308,example,Non tutte le ciambèlle riescono col buco,E,E1,E1c,E1c-23
1309,example,A little  is better than none,E,E1,E1d,E1d-10
1310,example,Etwas ist besser als gar nichts,E,E1,E1d,E1d-10
1311,example,È meglio qualche cosa che niente,E,E1,E1d,E1d-10
1312,example,A little is better than none,E,E1,E1d,E1d-10
1313,example,Better one small fish than an empty dish,E,E1,E1d,E1d-12
1314,example,A louse is better than no meat,E,E1,E1d,E1d-12
1315,example,È meglio tale che senza nulla stare,E,E1,E1d,E1d-12
1316,example,Better half an egg than an empty shell,E,E1,E1d,E1d-14
1317,example,In der Not frisst der Teufel Fliegen,E,E1,E1d,E1d-14
1318,example,Better some of pudding than none of a pie,E,E1,E1d,E1d-15
1319,example,Besser Laus im Kohl als gar kein Fleisch,E,E1,E1d,E1d-15
1320,example,A little stream will quench a great thirst,E,E1,E1d,E1d-17
1321,example,An kleinem Brunnen löscht man auch den Durst,E,E1,E1d,E1d-17
1322,example,Better a clout than a hole out,E,E1,E1d,E1d-19
1323,example,There is no hair so small but has its shadow,E,E1,E1d,E1d-20b
1324,example,"es ist kein Busch so klein, daß er nicht Schatten gäbe",E,E1,E1d,E1d-20b
1325,example,il n'est si petit buisson qui ne porte son ombre,E,E1,E1d,E1d-20b
1326,example,Better one-eyed than stone-blind,E,E1,E1d,E1d-22
1327,example,Besser scheel als blind,E,E1,E1d,E1d-22
1328,example,A bad bush is better than no shelter,E,E1,E1d,E1d-23
1329,example,Better lose much than lose more,E,E1,E1d,E1d-27
1330,example,Better lose the saddle than the horse,E,E1,E1d,E1d-27
1331,example,Besser ein Arm als den Hals gebrochen,E,E1,E1d,E1d-27
1332,example,Meglio perdere un dito che la mano,E,E1,E1d,E1d-27
1333,example,Better late than never,E,E1,E1d,E1d-28
1334,example,It is never too late to mend,E,E1,E1d,E1d-28
1335,example,Zur Bässerung ist es nie zu spät,E,E1,E1d,E1d-28
1336,example,Mai troppo tardi per far bene,E,E1,E1d,E1d-28
1337,example,Potius sero quam nunquam (Latin),E,E1,E1d,E1d-28
1338,example,We never know the value of water till the well is dry,E,E1,E1e,E1e-10
1339,example,"Den Brunnen schätzt man erst, wenn er kein Wasser mehr gibt",E,E1,E1e,E1e-10
1340,example,"Quand le puits est sec, on sait ce que vaut l'eau",E,E1,E1e,E1e-10
1341,example,The cow does not know what her tail is worth until she has lost it,E,E1,E1e,E1e-10c
1342,example,"L'asino non conosce la coda, se non qundo non l'ha più",E,E1,E1e,E1e-10c
1343,example,Any port in a storm,E,E1,E1e,E1e-11b
1344,example,Any water in the desert,E,E1,E1e,E1e-11b
1345,example,Post tot naufragia portum (Latin),E,E1,E1e,E1e-11b
1346,example,"When there is no fish in the river, shrimps are valued trl.Chinese",E,E1,E1e,E1e-16
1347,example,"When there is no fish in the river, shrimps are valued",E,E1,E1e,E1e-16
1348,example,A drowning man plucks at a straw,E,E1,E1e,E1e-21
1349,example,As sure to hold as an eel by the tail,E,E1,E1e,E1e-21
1350,example,Piglia l'anguilla per la coda,E,E1,E1e,E1e-21
1351,example,In the kingdom of the blind the one-eyed is king,E,E1,E1e,E1e-26
1352,example,Im Reiche der Blinden ist der Einäugige König,E,E1,E1e,E1e-26
1353,example,Inter caecos unoculus rex est (Latin),E,E1,E1e,E1e-26
1354,example,A great ceremony for a small saint,E,E1,E1f,E1f-11
1355,example,To every saint his candle,E,E1,E1f,E1f-11
1356,example,Nach dem Manne brät man die Wurst,E,E1,E1f,E1f-11
1357,example,"Selon le saint, l'encens",E,E1,E1f,E1f-11
1358,example,None is too old for love,E,E1,E1f,E1f-13
1359,example,An old cat laps as much milk as a young kitten,E,E1,E1f,E1f-13
1360,example,Old pottage is sooner heated than the new made,E,E1,E1f,E1f-13
1361,example,Le cœur ne vieillit pas,E,E1,E1f,E1f-13
1362,example,Even a fly has its spleen,E,E1,E1f,E1f-16
1363,example,La fourmi a sa colère,E,E1,E1f,E1f-16
1364,example,We are all Adam's children,E,E1,E1g,E1g-11
1365,example,The sun shines upon all alike,E,E1,E1g,E1g-12
1366,example,The sun will shine on our side of the fence,E,E1,E1g,E1g-13
1367,example,Auch unser Weizer wird einmal blühen,E,E1,E1g,E1g-13
1368,example,Every dog has his day,E,E1,E1g,E1g-13
1369,example,Tôt ou tard la fortune nous sourit,E,E1,E1g,E1g-13
1370,example,Every heart has his own ache,E,E1,E1g,E1g-14
1371,example,From a great hight a great fall,E,E1,E1g,E1g-16b
1372,example,"De grande montée, grande chute",E,E1,E1g,E1g-16b
1373,example,A cat may look at a king,E,E1,E1g,E1g-17
1374,example,A crow may cry Ave Caesar without any rebuke,E,E1,E1g,E1g-17
1375,example,"ein Hund bellt den Bischof an, wenn er ihn nicht kennt",E,E1,E1g,E1g-17
1376,example,Adspicit et felis magna corpora regum (Latin),E,E1,E1g,E1g-17
1377,example,Death makes equal the high and low,E,E1,E1g,E1g-20b
1378,example,"Arm und reich, der Tod macht alles gleich",E,E1,E1g,E1g-20b
1379,example,La mort frappe sans respect,E,E1,E1g,E1g-20b
1380,example,Every hair casts its shadow,E,E1,E1g,E1g-21
1381,example,Auch ein Haar hat seinen Schatten,E,E1,E1g,E1g-21
1382,example,Cada mosca tiene su sombra,E,E1,E1g,E1g-21
1383,example,Ogni pelo ha la sua ombra,E,E1,E1g,E1g-21
1384,example,"Kein Vogel fliegt so hoch, er kommt wieder auf die Erde",E,E1,E1g,E1g-22
1385,example,The world is a wide parish,E,E1,E1g,E1g-28
1386,example,People are the same everywhere,E,E1,E1g,E1g-28
1387,example,All bread is baken in the oven,E,E1,E1g,E1g-28
1388,example,Hinter dem Berge wohnen auch Leute,E,E1,E1g,E1g-28
1389,example,Crooked logs make straight fires,E,E1,E1h,E1h-11
1390,example,Krummes Hoz gibt auch gerades Feuer,E,E1,E1h,E1h-11
1391,example,Anche la legna storta dà fuogo diritto,E,E1,E1h,E1h-11
1392,example,Where God has a church the devil will have his chapel,E,E1,E1i,E1i-10
1393,example,"Wo eine Kirche ist, da baut der Teufel eine Kapelle daneben",E,E1,E1i,E1i-10
1394,example,"D'un costé Dieu poingt, de l'autre il vingt",E,E1,E1i,E1i-10
1395,example,God sends the corn and the devil mars the sack,E,E1,E1i,E1i-11
1396,example,"Gibt Gott Fleisch, so will's der Teufel braten",E,E1,E1i,E1i-11
1397,example,"Dio ci manda la carne, ma il diavolo cuochi",E,E1,E1i,E1i-11
1398,example,Behind the cross there is the devil,E,E1,E1i,E1i-13
1399,example,Hinter dem Kreuz versteckt sich gern der Teufel,E,E1,E1i,E1i-13
1400,example,Il diavolo si nasconde dietro la croce,E,E1,E1i,E1i-13
1401,example,Where there is an advantage there is also a disadvantage trl. Japanese,E,E1,E1i,E1i-17
1402,example,Where there is an advantage there is also a disadvantage,E,E1,E1i,E1i-17
1403,example,Many a true word is spoken in jest,E,E1,E1i,E1i-22
1404,example,"Im Spass gesagt, im Ernst gemeint",E,E1,E1i,E1i-22
1405,example,En moquant dit on bien vrai,E,E1,E1i,E1i-22
1406,example,There is but one step from the sublime to the ridiculous,E,E1,E1i,E1i-24
1407,example,vom Erhabenen zum Lächerlichen ist es nur ein Schritt,E,E1,E1i,E1i-24
1408,example,Le ridicule touche au sublime,E,E1,E1i,E1i-24
1409,example,de lo sublime a lo ridículo no hay más que un paso,E,E1,E1i,E1i-24
1410,example,Folly and learning often dwell together,E,E1,E1i,E1i-25
1411,example,"Kein weiser Mann ward je genannt, an dem man nicht eine Torheit fand",E,E1,E1i,E1i-25
1412,example,Nullum magnum ingenium sine mixtura dementiae fuit (Latin),E,E1,E1i,E1i-25
1413,example,Sweetest wine makes sharpest vinegar,E,E1,E1i,E1i-25b
1414,example,Süßer Wein gibt sauren Essig,E,E1,E1i,E1i-25b
1415,example,Del buen vino sale el mejor vinagre,E,E1,E1i,E1i-25b
1416,example,Love is full of fear,E,E1,E1i,E1i-26d
1417,example,"Qui aime, craint",E,E1,E1i,E1i-26d
1418,example,"Chi ama, teme",E,E1,E1i,E1i-26d
1419,example,What goes up must come down,E,E1,E1i,E1i-28
1420,example,"Je höher der Berg, desto tiefer das Tal",E,E1,E1i,E1i-28
1421,example,A gran salida gran caída,E,E1,E1i,E1i-28
1422,example,Extremes meet,E,E1,E1i,E1i-30
1423,example,Gegensätze ziehen sich an,E,E1,E1i,E1i-30
1424,example,Gli extremi si toccano,E,E1,E1i,E1i-30
1425,example,Plenty is no dainty,E,E1,E1j,E1j-10
1426,example,Too much pudding may choke a dog,E,E1,E1j,E1j-10
1427,example,Allzuviel ist ungesund,E,E1,E1j,E1j-10
1428,example,Copia nauseam parit (Latin),E,E1,E1j,E1j-10
1429,example,Il troppo stroppia / La abundancia trae fastidio,E,E1,E1j,E1j-10
1430,example,All are not friends that speak us fair,E,E1,E1j,E1j-12c
1431,example,glaube nimmer dreist einem jedem Geist,E,E1,E1j,E1j-12c
1432,example,ne omnibus crede nec cito credideris (Latin),E,E1,E1j,E1j-12c
1433,example,Keep the golden mean,E,E1,E1j,E1j-15
1434,example,Keep in the middle of the road,E,E1,E1j,E1j-15
1435,example,"Mittelweg, sicherer Weg",E,E1,E1j,E1j-15
1436,example,Aurea mediocritas (Latin),E,E1,E1j,E1j-15
1437,example,Le milieu est le meilleur / La virtù tien la via di mezzo,E,E1,E1j,E1j-15
1438,example,Better is the enemy of good,E,E1,E1j,E1j-18
1439,example,Das bessere tötet das Gute,E,E1,E1j,E1j-18
1440,example,Le mieux est l'ennemi du bien,E,E1,E1j,E1j-18
1441,example,Il meglio è nemico del bene,E,E1,E1j,E1j-18
1442,example,You must take the bad with the good,E,E1,E1j,E1j-18b
1443,example,You must take the rough with the smooth,E,E1,E1j,E1j-18b
1444,example,Man muss das Gute mit dem Schlehten in Kauf nehmen,E,E1,E1j,E1j-18b
1445,example,Hay que estar a las duras y a las maduras,E,E1,E1j,E1j-18b
1446,example,Contraries are cured by contraries,E,E1,E1j,E1j-20
1447,example,Contraria contrariis curantur (Latin),E,E1,E1j,E1j-20
1448,example,Among evils choose the least,E,E1,E1j,E1j-24
1449,example,There is small choice between rotten apples,E,E1,E1j,E1j-24
